ORPHAcode,Disorder,HPO_ID,HPO_Term,Frequency
53271,Muenke syndrome,HP:0001263,Global developmental delay,Occasional (29-5%)
53271,Muenke syndrome,HP:0001357,Plagiocephaly,Frequent (79-30%)
53271,Muenke syndrome,HP:0001773,Short foot,Frequent (79-30%)
53271,Muenke syndrome,HP:0002516,Increased intracranial pressure,Frequent (79-30%)
53271,Muenke syndrome,HP:0002705,"High, narrow palate",Frequent (79-30%)
53271,Muenke syndrome,HP:0004279,Short palm,Frequent (79-30%)
53271,Muenke syndrome,HP:0004440,Coronal craniosynostosis,Frequent (79-30%)
53271,Muenke syndrome,HP:0005599,Hypopigmentation of hair,Occasional (29-5%)
53271,Muenke syndrome,HP:0008368,Tarsal synostosis,Frequent (79-30%)
53271,Muenke syndrome,HP:0009702,Carpal synostosis,Frequent (79-30%)
53271,Muenke syndrome,HP:0010579,Cone-shaped epiphysis,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000175,Cleft palate,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000218,High palate,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000256,Macrocephaly,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000278,Retrognathia,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000348,High forehead,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000365,Hearing impairment,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000369,Low-set ears,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000377,Abnormal pinna morphology,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000378,Cupped ear,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000407,Sensorineural hearing impairment,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000426,Prominent nasal bridge,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000453,Choanal atresia,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000470,Short neck,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000494,Downslanted palpebral fissures,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000588,Optic disc coloboma,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000612,Iris coloboma,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000639,Nystagmus,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0000767,Pectus excavatum,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0001249,Intellectual disability,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0001274,Agenesis of corpus callosum,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0001629,Ventricular septal defect,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0001643,Patent ductus arteriosus,Frequent (79-30%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0002650,Scoliosis,Very frequent (99-80%)
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,HP:0004322,Short stature,Very frequent (99-80%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0000272,Malar flattening,Frequent (79-30%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0001028,Hemangioma,Occasional (29-5%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0001156,Brachydactyly,Frequent (79-30%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0001510,Growth delay,Very frequent (99-80%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0001631,Atrial septal defect,Occasional (29-5%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0001762,Talipes equinovarus,Occasional (29-5%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0001773,Short foot,Occasional (29-5%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0004322,Short stature,Frequent (79-30%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0006210,Postaxial oligodactyly,Occasional (29-5%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0006492,Aplasia/Hypoplasia of the fibula,Frequent (79-30%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0006495,Aplasia/Hypoplasia of the ulna,Frequent (79-30%)
52056,Ulnar/fibula ray defect-brachydactyly syndrome,HP:0009237,Short 5th finger,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0001744,Splenomegaly,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0001824,Weight loss,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0002039,Anorexia,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0002716,Lymphadenopathy,Very frequent (99-80%)
52416,Mantle cell lymphoma,HP:0005561,Abnormality of bone marrow cell morphology,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0011024,Abnormality of the gastrointestinal tract,Occasional (29-5%)
52416,Mantle cell lymphoma,HP:0012378,Fatigue,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0001945,Fever,Frequent (79-30%)
52416,Mantle cell lymphoma,HP:0012191,B-cell lymphoma,Very frequent (99-80%)
53719,Wyburn-Mason syndrome,HP:0000225,Gingival bleeding,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0000324,Facial asymmetry,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0000360,Tinnitus,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0000365,Hearing impairment,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0000421,Epistaxis,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0000496,Abnormality of eye movement,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0000520,Proptosis,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0000572,Visual loss,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0000737,Irritability,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0001249,Intellectual disability,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0001250,Seizure,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0001260,Dysarthria,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0001263,Global developmental delay,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0001269,Hemiparesis,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0001342,Cerebral hemorrhage,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0002017,Nausea and vomiting,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0002138,Subarachnoid hemorrhage,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0002315,Headache,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0002617,Dilatation,Very frequent (99-80%)
53719,Wyburn-Mason syndrome,HP:0007185,Loss of consciousness,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0007730,Iris hypopigmentation,Occasional (29-5%)
53719,Wyburn-Mason syndrome,HP:0007797,Retinal vascular malformation,Very frequent (99-80%)
53719,Wyburn-Mason syndrome,HP:0011276,Vascular skin abnormality,Very frequent (99-80%)
53719,Wyburn-Mason syndrome,HP:0100021,Cerebral palsy,Frequent (79-30%)
53719,Wyburn-Mason syndrome,HP:0100026,Arteriovenous malformation,Very frequent (99-80%)
53719,Wyburn-Mason syndrome,HP:0100659,Abnormality of the cerebral vasculature,Very frequent (99-80%)
53719,Wyburn-Mason syndrome,HP:0100784,Peripheral arteriovenous fistula,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0000077,Abnormality of the kidney,Occasional (29-5%)
53721,Spinal arteriovenous metameric syndrome,HP:0000763,Sensory neuropathy,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0000925,Abnormality of the vertebral column,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0001014,Angiokeratoma,Occasional (29-5%)
53721,Spinal arteriovenous metameric syndrome,HP:0001052,Nevus flammeus,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0001347,Hyperreflexia,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0001635,Congestive heart failure,Occasional (29-5%)
53721,Spinal arteriovenous metameric syndrome,HP:0002143,Abnormality of the spinal cord,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0002385,Paraparesis,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0002390,Spinal arteriovenous malformation,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0002653,Bone pain,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0002751,Kyphoscoliosis,Occasional (29-5%)
53721,Spinal arteriovenous metameric syndrome,HP:0002829,Arthralgia,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0002839,Urinary bladder sphincter dysfunction,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0006773,Cutaneous angiolipomas,Frequent (79-30%)
53721,Spinal arteriovenous metameric syndrome,HP:0012378,Fatigue,Frequent (79-30%)
53721,Spinal arteriovenous metameric syndrome,HP:0100026,Arteriovenous malformation,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0100758,Gangrene,Occasional (29-5%)
53721,Spinal arteriovenous metameric syndrome,HP:0100761,Visceral angiomatosis,Very frequent (99-80%)
53721,Spinal arteriovenous metameric syndrome,HP:0100764,Lymphangioma,Occasional (29-5%)
55654,Hypotrichosis simplex,HP:0000653,Sparse eyelashes,Very frequent (99-80%)
55654,Hypotrichosis simplex,HP:0001596,Alopecia,Very frequent (99-80%)
55654,Hypotrichosis simplex,HP:0002209,Sparse scalp hair,Very frequent (99-80%)
55654,Hypotrichosis simplex,HP:0002231,Sparse body hair,Very frequent (99-80%)
55654,Hypotrichosis simplex,HP:0045075,Sparse eyebrow,Very frequent (99-80%)
55654,Hypotrichosis simplex,HP:0008070,Sparse hair,Frequent (79-30%)
55881,Adamantinoma,HP:0002653,Bone pain,Frequent (79-30%)
55881,Adamantinoma,HP:0002756,Pathologic fracture,Occasional (29-5%)
55881,Adamantinoma,HP:0003072,Hypercalcemia,Occasional (29-5%)
53296,Familial cutaneous collagenoma,HP:0001000,Abnormality of skin pigmentation,Frequent (79-30%)
53296,Familial cutaneous collagenoma,HP:0001631,Atrial septal defect,Occasional (29-5%)
53296,Familial cutaneous collagenoma,HP:0001635,Congestive heart failure,Occasional (29-5%)
53296,Familial cutaneous collagenoma,HP:0001638,Cardiomyopathy,Occasional (29-5%)
53296,Familial cutaneous collagenoma,HP:0001681,Angina pectoris,Occasional (29-5%)
53296,Familial cutaneous collagenoma,HP:0200034,Papule,Very frequent (99-80%)
53296,Familial cutaneous collagenoma,HP:0200036,Skin nodule,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0000365,Hearing impairment,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0001394,Cirrhosis,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0001396,Cholestasis,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0001397,Hepatic steatosis,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0001511,Intrauterine growth retardation,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0001994,Renal Fanconi syndrome,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0003128,Lactic acidosis,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0003281,Increased circulating ferritin concentration,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0012464,Decreased transferrin saturation,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0012465,Elevated hepatic iron concentration,Very frequent (99-80%)
53693,GRACILE syndrome,HP:0100613,Death in early adulthood,Frequent (79-30%)
53697,Gnathodiaphyseal dysplasia,HP:0000935,Thickened cortex of long bones,Very frequent (99-80%)
53697,Gnathodiaphyseal dysplasia,HP:0000938,Osteopenia,Frequent (79-30%)
53697,Gnathodiaphyseal dysplasia,HP:0002650,Scoliosis,Occasional (29-5%)
53697,Gnathodiaphyseal dysplasia,HP:0002757,Recurrent fractures,Occasional (29-5%)
53697,Gnathodiaphyseal dysplasia,HP:0006487,Bowing of the long bones,Very frequent (99-80%)
53697,Gnathodiaphyseal dysplasia,HP:0007626,Mandibular osteomyelitis,Frequent (79-30%)
53697,Gnathodiaphyseal dysplasia,HP:0012802,Broad jaw,Very frequent (99-80%)
53715,Familial tumoral calcinosis,HP:0000121,Nephrocalcinosis,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0000164,Abnormality of the dentition,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0000168,Abnormality of the gingiva,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0000174,Abnormal palate morphology,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0000230,Gingivitis,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0000975,Hyperhidrosis,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0000988,Skin rash,Frequent (79-30%)
53715,Familial tumoral calcinosis,HP:0001053,Hypopigmented skin patches,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0001482,Subcutaneous nodule,Very frequent (99-80%)
53715,Familial tumoral calcinosis,HP:0001609,Hoarse voice,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0001744,Splenomegaly,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0002240,Hepatomegaly,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0002653,Bone pain,Very frequent (99-80%)
53715,Familial tumoral calcinosis,HP:0007470,Periarticular subcutaneous nodules,Very frequent (99-80%)
53715,Familial tumoral calcinosis,HP:0008069,Neoplasm of the skin,Occasional (29-5%)
53715,Familial tumoral calcinosis,HP:0010783,Erythema,Frequent (79-30%)
53715,Familial tumoral calcinosis,HP:0100249,Calcification of muscles,Very frequent (99-80%)
53715,Familial tumoral calcinosis,HP:0100774,Hyperostosis,Frequent (79-30%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0000407,Sensorineural hearing impairment,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0000938,Osteopenia,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0001249,Intellectual disability,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0001263,Global developmental delay,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0001508,Failure to thrive,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0001511,Intrauterine growth retardation,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0001518,Small for gestational age,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0001533,Slender build,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0004322,Short stature,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0004993,Slender long bones with narrow diaphyses,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0005328,Progeroid facial appearance,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0009064,Generalized lipodystrophy,Very frequent (99-80%)
50811,Lipodystrophy-intellectual disability-deafness syndrome,HP:0100959,Dense metaphyseal bands,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0000343,Long philtrum,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0000470,Short neck,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0000829,Hypoparathyroidism,Frequent (79-30%)
50810,Microlissencephaly-micromelia syndrome,HP:0000878,11 pairs of ribs,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001181,Adducted thumb,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001250,Seizure,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001252,Hypotonia,Frequent (79-30%)
50810,Microlissencephaly-micromelia syndrome,HP:0001263,Global developmental delay,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001276,Hypertonia,Frequent (79-30%)
50810,Microlissencephaly-micromelia syndrome,HP:0001284,Areflexia,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001321,Cerebellar hypoplasia,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001339,Lissencephaly,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001508,Failure to thrive,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0001561,Polyhydramnios,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0002098,Respiratory distress,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0002353,EEG abnormality,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0002983,Micromelia,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0003196,Short nose,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0004554,Generalized hypertrichosis,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0005484,Secondary microcephaly,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0007598,Bilateral single transverse palmar creases,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0010945,Fetal pyelectasis,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0100530,Abnormality of calcium-phosphate metabolism,Frequent (79-30%)
50810,Microlissencephaly-micromelia syndrome,HP:0100540,Palpebral edema,Very frequent (99-80%)
50810,Microlissencephaly-micromelia syndrome,HP:0000280,Coarse facial features,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000154,Wide mouth,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000218,High palate,Occasional (29-5%)
50814,Craniolenticulosutural dysplasia,HP:0000233,Thin vermilion border,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000239,Large fontanelles,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000316,Hypertelorism,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000319,Smooth philtrum,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000327,Hypoplasia of the maxilla,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000336,Prominent supraorbital ridges,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000343,Long philtrum,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000426,Prominent nasal bridge,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000445,Wide nose,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000670,Carious teeth,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000684,Delayed eruption of teeth,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000685,Hypoplasia of teeth,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000691,Microdontia,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0000750,Delayed speech and language development,Occasional (29-5%)
50814,Craniolenticulosutural dysplasia,HP:0000774,Narrow chest,Frequent (79-30%)
50814,Craniolenticulosutural dysplasia,HP:0000953,Hyperpigmentation of the skin,Frequent (79-30%)
50814,Craniolenticulosutural dysplasia,HP:0001000,Abnormality of skin pigmentation,Frequent (79-30%)
50814,Craniolenticulosutural dysplasia,HP:0001763,Pes planus,Frequent (79-30%)
50814,Craniolenticulosutural dysplasia,HP:0002007,Frontal bossing,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0002208,Coarse hair,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0002299,Brittle hair,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0002650,Scoliosis,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0002652,Skeletal dysplasia,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0004322,Short stature,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0004331,Decreased skull ossification,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0005306,Capillary hemangioma,Frequent (79-30%)
50814,Craniolenticulosutural dysplasia,HP:0005692,Joint hyperflexibility,Occasional (29-5%)
50814,Craniolenticulosutural dysplasia,HP:0006480,Premature loss of teeth,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0008031,Posterior Y-sutural cataract,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0008070,Sparse hair,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0008444,Posterior wedging of vertebral bodies,Very frequent (99-80%)
50814,Craniolenticulosutural dysplasia,HP:0008808,High iliac wings,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000218,High palate,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000252,Microcephaly,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000286,Epicanthus,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000298,Mask-like facies,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000307,Pointed chin,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000348,High forehead,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000431,Wide nasal bridge,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000463,Anteverted nares,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000582,Upslanted palpebral fissure,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0000953,Hyperpigmentation of the skin,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0001252,Hypotonia,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0001263,Global developmental delay,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0001265,Hyporeflexia,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0001508,Failure to thrive,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0001511,Intrauterine growth retardation,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0001596,Alopecia,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0002007,Frontal bossing,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0002240,Hepatomegaly,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0002299,Brittle hair,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0004322,Short stature,Frequent (79-30%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0007598,Bilateral single transverse palmar creases,Very frequent (99-80%)
50812,Zellweger-like syndrome without peroxisomal anomalies,HP:0010864,"Intellectual disability, severe",Very frequent (99-80%)
49804,Lichen amyloidosis,HP:0000989,Pruritus,Very frequent (99-80%)
49804,Lichen amyloidosis,HP:0200034,Papule,Very frequent (99-80%)
48918,Focal myositis,HP:0001324,Muscle weakness,Occasional (29-5%)
48918,Focal myositis,HP:0001376,Limitation of joint mobility,Occasional (29-5%)
48918,Focal myositis,HP:0001824,Weight loss,Occasional (29-5%)
48918,Focal myositis,HP:0001945,Fever,Occasional (29-5%)
48918,Focal myositis,HP:0003236,Elevated circulating creatine kinase concentration,Frequent (79-30%)
48918,Focal myositis,HP:0003326,Myalgia,Occasional (29-5%)
48918,Focal myositis,HP:0100614,Myositis,Very frequent (99-80%)
50809,Talo-patello-scaphoid osteolysis,HP:0003037,Enlarged joints,Very frequent (99-80%)
50809,Talo-patello-scaphoid osteolysis,HP:0006202,Osteolysis of scaphoids,Very frequent (99-80%)
50809,Talo-patello-scaphoid osteolysis,HP:0006378,Osteolysis of patellae,Very frequent (99-80%)
50809,Talo-patello-scaphoid osteolysis,HP:0008095,Osteolysis of talus,Very frequent (99-80%)
50809,Talo-patello-scaphoid osteolysis,HP:0010044,Short 4th metacarpal,Very frequent (99-80%)
50809,Talo-patello-scaphoid osteolysis,HP:0100769,Synovitis,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0000407,Sensorineural hearing impairment,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0000556,Retinal dystrophy,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0000572,Visual loss,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0000648,Optic atrophy,Frequent (79-30%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0000819,Diabetes mellitus,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0000980,Pallor,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001254,Lethargy,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001297,Stroke,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001629,Ventricular septal defect,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001631,Atrial septal defect,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001635,Congestive heart failure,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001695,Cardiac arrest,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001873,Thrombocytopenia,Frequent (79-30%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0001889,Megaloblastic anemia,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0002014,Diarrhea,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0002039,Anorexia,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0002315,Headache,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0003401,Paresthesia,Very frequent (99-80%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0004322,Short stature,Occasional (29-5%)
49827,Thiamine-responsive megaloblastic anemia syndrome,HP:0006671,Paroxysmal atrial tachycardia,Occasional (29-5%)
50945,Blomstrand lethal chondrodysplasia,HP:0000272,Malar flattening,Very frequent (99-80%)
50945,Blomstrand lethal chondrodysplasia,HP:0000343,Long philtrum,Frequent (79-30%)
