ORPHAcode,fenotipo_id,frecuencia
791,HP:0000405,Very frequent (99-80%)
791,HP:0000407,Very frequent (99-80%)
791,HP:0000505,Very frequent (99-80%)
791,HP:0000512,Very frequent (99-80%)
791,HP:0000546,Very frequent (99-80%)
791,HP:0000613,Very frequent (99-80%)
791,HP:0000618,Very frequent (99-80%)
791,HP:0000639,Very frequent (99-80%)
791,HP:0000648,Very frequent (99-80%)
791,HP:0007675,Very frequent (99-80%)
791,HP:0007703,Very frequent (99-80%)
791,HP:0007737,Very frequent (99-80%)
791,HP:0008046,Very frequent (99-80%)
791,HP:0000501,Frequent (79-30%)
791,HP:0000543,Frequent (79-30%)
791,HP:0000563,Frequent (79-30%)
791,HP:0000602,Frequent (79-30%)
791,HP:0000662,Frequent (79-30%)
791,HP:0000842,Frequent (79-30%)
791,HP:0001105,Frequent (79-30%)
791,HP:0007787,Frequent (79-30%)
791,HP:0007843,Frequent (79-30%)
791,HP:0007994,Frequent (79-30%)
791,HP:0011505,Frequent (79-30%)
791,HP:0012426,Frequent (79-30%)
791,HP:0030466,Frequent (79-30%)
791,HP:0030488,Frequent (79-30%)
791,HP:0030610,Frequent (79-30%)
791,HP:0000551,Occasional (29-5%)
791,HP:0007663,Occasional (29-5%)
791,HP:0030786,Occasional (29-5%)
702,HP:0000079,Frequent (79-30%)
702,HP:0000252,Frequent (79-30%)
702,HP:0000365,Frequent (79-30%)
702,HP:0000505,Very frequent (99-80%)
702,HP:0000639,Very frequent (99-80%)
702,HP:0000648,Very frequent (99-80%)
702,HP:0000649,Frequent (79-30%)
702,HP:0000708,Very frequent (99-80%)
702,HP:0001249,Frequent (79-30%)
702,HP:0001250,Frequent (79-30%)
702,HP:0001251,Very frequent (99-80%)
702,HP:0001252,Very frequent (99-80%)
702,HP:0001257,Very frequent (99-80%)
702,HP:0001266,Frequent (79-30%)
702,HP:0001288,Very frequent (99-80%)
702,HP:0001332,Frequent (79-30%)
702,HP:0001387,Very frequent (99-80%)
702,HP:0001531,Very frequent (99-80%)
702,HP:0001622,Very frequent (99-80%)
702,HP:0002093,Frequent (79-30%)
702,HP:0002120,Very frequent (99-80%)
702,HP:0002167,Frequent (79-30%)
702,HP:0002205,Frequent (79-30%)
702,HP:0002376,Very frequent (99-80%)
702,HP:0002607,Frequent (79-30%)
702,HP:0002650,Very frequent (99-80%)
702,HP:0002808,Very frequent (99-80%)
702,HP:0004322,Frequent (79-30%)
702,HP:0004326,Very frequent (99-80%)
702,HP:0009830,Occasional (29-5%)
702,HP:0100022,Very frequent (99-80%)
702,HP:0100026,Frequent (79-30%)
54,HP:0000483,Very frequent (99-80%)
54,HP:0000486,Frequent (79-30%)
54,HP:0000505,Occasional (29-5%)
54,HP:0000545,Occasional (29-5%)
54,HP:0000613,Very frequent (99-80%)
54,HP:0000615,Very frequent (99-80%)
54,HP:0000639,Very frequent (99-80%)
54,HP:0001103,Frequent (79-30%)
54,HP:0001107,Very frequent (99-80%)
54,HP:0001480,Frequent (79-30%)
54,HP:0005592,Occasional (29-5%)
54,HP:0007730,Very frequent (99-80%)
54,HP:0007750,Frequent (79-30%)
54,HP:0008069,Occasional (29-5%)
716,HP:0032351,Very frequent (99-80%)
716,HP:0000252,Frequent (79-30%)
716,HP:0000708,Frequent (79-30%)
716,HP:0000938,Frequent (79-30%)
716,HP:0000964,Frequent (79-30%)
716,HP:0001010,Frequent (79-30%)
716,HP:0001250,Frequent (79-30%)
716,HP:0001328,Frequent (79-30%)
716,HP:0002353,Frequent (79-30%)
716,HP:0002500,Frequent (79-30%)
716,HP:0004923,Frequent (79-30%)
716,HP:0010864,Frequent (79-30%)
716,HP:0410021,Frequent (79-30%)
716,HP:0000716,Occasional (29-5%)
716,HP:0000726,Occasional (29-5%)
716,HP:0000736,Occasional (29-5%)
716,HP:0000739,Occasional (29-5%)
716,HP:0001251,Occasional (29-5%)
716,HP:0001298,Occasional (29-5%)
716,HP:0001337,Occasional (29-5%)
716,HP:0002061,Occasional (29-5%)
716,HP:0030680,Occasional (29-5%)
716,HP:0100704,Occasional (29-5%)
1422,HP:0000252,Very frequent (99-80%)
1422,HP:0000400,Very frequent (99-80%)
1422,HP:0000506,Very frequent (99-80%)
1422,HP:0000774,Very frequent (99-80%)
1422,HP:0001249,Very frequent (99-80%)
1422,HP:0001511,Very frequent (99-80%)
1422,HP:0002644,Very frequent (99-80%)
1422,HP:0002983,Very frequent (99-80%)
1422,HP:0003043,Very frequent (99-80%)
1422,HP:0003510,Very frequent (99-80%)
1422,HP:0004330,Very frequent (99-80%)
1422,HP:0005622,Very frequent (99-80%)
1422,HP:0009803,Very frequent (99-80%)
1422,HP:0010049,Very frequent (99-80%)
1422,HP:0000037,Frequent (79-30%)
1422,HP:0000486,Frequent (79-30%)
1422,HP:0000490,Frequent (79-30%)
1422,HP:0000567,Frequent (79-30%)
1422,HP:0000581,Frequent (79-30%)
1422,HP:0000616,Frequent (79-30%)
1422,HP:0006872,Frequent (79-30%)
1422,HP:0007676,Frequent (79-30%)
3447,HP:0000098,Very frequent (99-80%)
3447,HP:0000256,Very frequent (99-80%)
3447,HP:0000278,Very frequent (99-80%)
3447,HP:0000316,Very frequent (99-80%)
3447,HP:0000337,Very frequent (99-80%)
3447,HP:0000343,Very frequent (99-80%)
3447,HP:0000347,Very frequent (99-80%)
3447,HP:0000368,Very frequent (99-80%)
3447,HP:0000400,Very frequent (99-80%)
3447,HP:0000944,Very frequent (99-80%)
3447,HP:0001231,Very frequent (99-80%)
3447,HP:0001249,Very frequent (99-80%)
3447,HP:0001257,Very frequent (99-80%)
3447,HP:0001263,Very frequent (99-80%)
3447,HP:0001276,Very frequent (99-80%)
3447,HP:0001582,Very frequent (99-80%)
3447,HP:0001609,Very frequent (99-80%)
3447,HP:0001800,Very frequent (99-80%)
3447,HP:0001814,Very frequent (99-80%)
3447,HP:0001816,Very frequent (99-80%)
3447,HP:0005616,Very frequent (99-80%)
3447,HP:0010300,Very frequent (99-80%)
3447,HP:0000023,Frequent (79-30%)
3447,HP:0000311,Frequent (79-30%)
3447,HP:0001176,Frequent (79-30%)
3447,HP:0001387,Frequent (79-30%)
3447,HP:0001769,Frequent (79-30%)
3447,HP:0002002,Frequent (79-30%)
3447,HP:0002213,Frequent (79-30%)
3447,HP:0008872,Frequent (79-30%)
3447,HP:0011304,Frequent (79-30%)
3447,HP:0100490,Frequent (79-30%)
3447,HP:0000028,Occasional (29-5%)
3447,HP:0000494,Occasional (29-5%)
3447,HP:0001761,Occasional (29-5%)
3447,HP:0001762,Occasional (29-5%)
3447,HP:0001852,Occasional (29-5%)
3447,HP:0002650,Occasional (29-5%)
3447,HP:0005692,Occasional (29-5%)
3447,HP:0006101,Occasional (29-5%)
3447,HP:0008736,Occasional (29-5%)
3447,HP:0030680,Occasional (29-5%)
84,HP:0001000,Very frequent (99-80%)
84,HP:0001053,Very frequent (99-80%)
84,HP:0001172,Very frequent (99-80%)
84,HP:0001871,Very frequent (99-80%)
84,HP:0001873,Very frequent (99-80%)
84,HP:0001882,Very frequent (99-80%)
84,HP:0001903,Very frequent (99-80%)
84,HP:0002817,Very frequent (99-80%)
84,HP:0003220,Very frequent (99-80%)
84,HP:0004322,Very frequent (99-80%)
84,HP:0005522,Very frequent (99-80%)
84,HP:0006501,Very frequent (99-80%)
84,HP:0007400,Very frequent (99-80%)
84,HP:0000079,Frequent (79-30%)
84,HP:0000252,Frequent (79-30%)
84,HP:0001249,Frequent (79-30%)
84,HP:0001263,Frequent (79-30%)
84,HP:0001671,Frequent (79-30%)
84,HP:0002650,Frequent (79-30%)
84,HP:0002664,Frequent (79-30%)
84,HP:0007874,Frequent (79-30%)
84,HP:0012210,Frequent (79-30%)
84,HP:0012745,Frequent (79-30%)
84,HP:0000010,Occasional (29-5%)
84,HP:0000027,Occasional (29-5%)
84,HP:0000028,Occasional (29-5%)
84,HP:0000035,Occasional (29-5%)
84,HP:0000047,Occasional (29-5%)
84,HP:0000072,Occasional (29-5%)
84,HP:0000083,Occasional (29-5%)
84,HP:0000130,Occasional (29-5%)
84,HP:0000135,Occasional (29-5%)
84,HP:0000175,Occasional (29-5%)
84,HP:0000218,Occasional (29-5%)
84,HP:0000238,Occasional (29-5%)
84,HP:0000268,Occasional (29-5%)
84,HP:0000286,Occasional (29-5%)
84,HP:0000316,Occasional (29-5%)
84,HP:0000324,Occasional (29-5%)
84,HP:0000340,Occasional (29-5%)
84,HP:0000347,Occasional (29-5%)
84,HP:0000364,Occasional (29-5%)
84,HP:0000365,Occasional (29-5%)
84,HP:0000453,Occasional (29-5%)
84,HP:0000478,Occasional (29-5%)
84,HP:0000483,Occasional (29-5%)
84,HP:0000486,Occasional (29-5%)
84,HP:0000492,Occasional (29-5%)
84,HP:0000504,Occasional (29-5%)
84,HP:0000505,Occasional (29-5%)
84,HP:0000508,Occasional (29-5%)
84,HP:0000518,Occasional (29-5%)
84,HP:0000520,Occasional (29-5%)
84,HP:0000568,Occasional (29-5%)
84,HP:0000582,Occasional (29-5%)
84,HP:0000639,Occasional (29-5%)
84,HP:0000813,Occasional (29-5%)
84,HP:0000864,Occasional (29-5%)
84,HP:0001199,Occasional (29-5%)
84,HP:0001347,Occasional (29-5%)
84,HP:0001392,Occasional (29-5%)
84,HP:0001510,Occasional (29-5%)
84,HP:0001511,Occasional (29-5%)
84,HP:0001537,Occasional (29-5%)
84,HP:0001562,Occasional (29-5%)
84,HP:0001631,Occasional (29-5%)
84,HP:0001636,Occasional (29-5%)
84,HP:0001639,Occasional (29-5%)
84,HP:0001643,Occasional (29-5%)
84,HP:0001646,Occasional (29-5%)
84,HP:0001679,Occasional (29-5%)
84,HP:0001760,Occasional (29-5%)
84,HP:0001763,Occasional (29-5%)
84,HP:0001770,Occasional (29-5%)
84,HP:0001824,Occasional (29-5%)
84,HP:0002007,Occasional (29-5%)
84,HP:0002023,Occasional (29-5%)
84,HP:0002119,Occasional (29-5%)
84,HP:0002245,Occasional (29-5%)
84,HP:0002251,Occasional (29-5%)
84,HP:0002414,Occasional (29-5%)
84,HP:0002575,Occasional (29-5%)
84,HP:0002823,Occasional (29-5%)
84,HP:0002827,Occasional (29-5%)
84,HP:0002863,Occasional (29-5%)
84,HP:0003022,Occasional (29-5%)
84,HP:0004209,Occasional (29-5%)
84,HP:0004349,Occasional (29-5%)
84,HP:0005344,Occasional (29-5%)
84,HP:0006101,Occasional (29-5%)
84,HP:0006265,Occasional (29-5%)
84,HP:0006824,Occasional (29-5%)
84,HP:0007565,Occasional (29-5%)
84,HP:0008053,Occasional (29-5%)
84,HP:0008572,Occasional (29-5%)
84,HP:0008678,Occasional (29-5%)
84,HP:0010293,Occasional (29-5%)
84,HP:0010469,Occasional (29-5%)
84,HP:0012041,Occasional (29-5%)
84,HP:0012639,Occasional (29-5%)
84,HP:0040071,Occasional (29-5%)
84,HP:0100026,Occasional (29-5%)
84,HP:0100542,Occasional (29-5%)
84,HP:0100587,Occasional (29-5%)
84,HP:0100760,Occasional (29-5%)
84,HP:0100867,Occasional (29-5%)
154,HP:0001644,Very frequent (99-80%)
154,HP:0025169,Very frequent (99-80%)
154,HP:0000969,Frequent (79-30%)
154,HP:0001635,Frequent (79-30%)
154,HP:0002875,Frequent (79-30%)
154,HP:0011675,Frequent (79-30%)
154,HP:0012378,Frequent (79-30%)
154,HP:0012764,Frequent (79-30%)
154,HP:0000407,Occasional (29-5%)
154,HP:0001727,Occasional (29-5%)
154,HP:0003198,Occasional (29-5%)
154,HP:0003457,Occasional (29-5%)
154,HP:0100578,Occasional (29-5%)
3165,HP:0000969,Very frequent (99-80%)
3165,HP:0001063,Very frequent (99-80%)
3165,HP:0001369,Frequent (79-30%)
3165,HP:0001482,Very frequent (99-80%)
3165,HP:0001824,Occasional (29-5%)
3165,HP:0001879,Very frequent (99-80%)
3165,HP:0001880,Very frequent (99-80%)
3165,HP:0002829,Frequent (79-30%)
3165,HP:0003326,Very frequent (99-80%)
3165,HP:0003401,Occasional (29-5%)
3165,HP:0012378,Very frequent (99-80%)
3165,HP:0012733,Very frequent (99-80%)
3165,HP:0100537,Occasional (29-5%)
3165,HP:0100614,Occasional (29-5%)
3165,HP:0100658,Very frequent (99-80%)
3165,HP:0100748,Very frequent (99-80%)
900,HP:0000163,Very frequent (99-80%)
900,HP:0000246,Very frequent (99-80%)
900,HP:0000366,Very frequent (99-80%)
900,HP:0000388,Very frequent (99-80%)
900,HP:0000421,Very frequent (99-80%)
900,HP:0000790,Very frequent (99-80%)
900,HP:0001824,Very frequent (99-80%)
900,HP:0001945,Very frequent (99-80%)
900,HP:0002113,Very frequent (99-80%)
900,HP:0002205,Very frequent (99-80%)
900,HP:0002633,Very frequent (99-80%)
900,HP:0002637,Very frequent (99-80%)
900,HP:0002829,Very frequent (99-80%)
900,HP:0002955,Very frequent (99-80%)
900,HP:0002960,Very frequent (99-80%)
900,HP:0012378,Very frequent (99-80%)
900,HP:0100820,Very frequent (99-80%)
900,HP:0000093,Frequent (79-30%)
900,HP:0000099,Frequent (79-30%)
900,HP:0000579,Frequent (79-30%)
900,HP:0000864,Frequent (79-30%)
900,HP:0000988,Frequent (79-30%)
900,HP:0001369,Frequent (79-30%)
900,HP:0002017,Frequent (79-30%)
900,HP:0002027,Frequent (79-30%)
900,HP:0002093,Frequent (79-30%)
900,HP:0002105,Frequent (79-30%)
900,HP:0002206,Frequent (79-30%)
900,HP:0003565,Frequent (79-30%)
900,HP:0005764,Frequent (79-30%)
900,HP:0006510,Frequent (79-30%)
900,HP:0006535,Frequent (79-30%)
900,HP:0009830,Frequent (79-30%)
900,HP:0011227,Frequent (79-30%)
900,HP:0012649,Frequent (79-30%)
900,HP:0012735,Frequent (79-30%)
900,HP:0032230,Frequent (79-30%)
900,HP:0033557,Frequent (79-30%)
900,HP:0033559,Frequent (79-30%)
900,HP:0034104,Frequent (79-30%)
900,HP:0100532,Frequent (79-30%)
900,HP:0100533,Frequent (79-30%)
900,HP:0100539,Frequent (79-30%)
900,HP:0100749,Frequent (79-30%)
900,HP:0200034,Frequent (79-30%)
900,HP:0000024,Occasional (29-5%)
900,HP:0000071,Occasional (29-5%)
900,HP:0000083,Occasional (29-5%)
900,HP:0000126,Occasional (29-5%)
900,HP:0000389,Occasional (29-5%)
900,HP:0000407,Occasional (29-5%)
900,HP:0000488,Occasional (29-5%)
900,HP:0000491,Occasional (29-5%)
900,HP:0000505,Occasional (29-5%)
900,HP:0000520,Occasional (29-5%)
900,HP:0000763,Occasional (29-5%)
900,HP:0000822,Occasional (29-5%)
900,HP:0000873,Occasional (29-5%)
900,HP:0000979,Occasional (29-5%)
900,HP:0001250,Occasional (29-5%)
900,HP:0001287,Occasional (29-5%)
900,HP:0001607,Occasional (29-5%)
900,HP:0001681,Occasional (29-5%)
900,HP:0001701,Occasional (29-5%)
900,HP:0001733,Occasional (29-5%)
900,HP:0002091,Occasional (29-5%)
900,HP:0002102,Occasional (29-5%)
900,HP:0002202,Occasional (29-5%)
900,HP:0002239,Occasional (29-5%)
900,HP:0002301,Occasional (29-5%)
900,HP:0002315,Occasional (29-5%)
900,HP:0003326,Occasional (29-5%)
900,HP:0004936,Occasional (29-5%)
900,HP:0005214,Occasional (29-5%)
900,HP:0006824,Occasional (29-5%)
900,HP:0011675,Occasional (29-5%)
900,HP:0025420,Occasional (29-5%)
900,HP:0033608,Occasional (29-5%)
900,HP:0100758,Occasional (29-5%)
900,HP:0200042,Occasional (29-5%)
761,HP:0000790,Very frequent (99-80%)
761,HP:0000978,Very frequent (99-80%)
761,HP:0000979,Very frequent (99-80%)
761,HP:0000988,Very frequent (99-80%)
761,HP:0002017,Very frequent (99-80%)
761,HP:0002027,Very frequent (99-80%)
761,HP:0002633,Very frequent (99-80%)
761,HP:0002829,Very frequent (99-80%)
761,HP:0005244,Very frequent (99-80%)
761,HP:0200039,Very frequent (99-80%)
761,HP:0001369,Frequent (79-30%)
761,HP:0001945,Frequent (79-30%)
761,HP:0002039,Frequent (79-30%)
761,HP:0002076,Frequent (79-30%)
761,HP:0002383,Frequent (79-30%)
761,HP:0003326,Frequent (79-30%)
761,HP:0010783,Frequent (79-30%)
761,HP:0011276,Frequent (79-30%)
761,HP:0100796,Frequent (79-30%)
761,HP:0200042,Frequent (79-30%)
761,HP:0000083,Occasional (29-5%)
761,HP:0000093,Occasional (29-5%)
761,HP:0000648,Occasional (29-5%)
761,HP:0000969,Occasional (29-5%)
761,HP:0001025,Occasional (29-5%)
761,HP:0001250,Occasional (29-5%)
761,HP:0001324,Occasional (29-5%)
761,HP:0002091,Occasional (29-5%)
761,HP:0002239,Occasional (29-5%)
761,HP:0004374,Occasional (29-5%)
761,HP:0012733,Occasional (29-5%)
761,HP:0100534,Occasional (29-5%)
761,HP:0100665,Occasional (29-5%)
761,HP:0100820,Occasional (29-5%)
375,HP:0000083,Occasional (29-5%)
375,HP:0000093,Very frequent (99-80%)
375,HP:0000541,Occasional (29-5%)
375,HP:0000790,Frequent (79-30%)
375,HP:0000979,Occasional (29-5%)
375,HP:0001369,Occasional (29-5%)
375,HP:0001903,Very frequent (99-80%)
375,HP:0001945,Occasional (29-5%)
375,HP:0002093,Very frequent (99-80%)
375,HP:0002105,Very frequent (99-80%)
375,HP:0002113,Very frequent (99-80%)
375,HP:0002633,Very frequent (99-80%)
375,HP:0002829,Occasional (29-5%)
375,HP:0002960,Very frequent (99-80%)
375,HP:0003326,Occasional (29-5%)
375,HP:0006335,Very frequent (99-80%)
375,HP:0012735,Very frequent (99-80%)
375,HP:0100749,Very frequent (99-80%)
375,HP:0100820,Very frequent (99-80%)
727,HP:0000083,Very frequent (99-80%)
727,HP:0000099,Very frequent (99-80%)
727,HP:0000790,Very frequent (99-80%)
727,HP:0000988,Very frequent (99-80%)
727,HP:0001945,Very frequent (99-80%)
727,HP:0002105,Very frequent (99-80%)
727,HP:0002633,Very frequent (99-80%)
727,HP:0002960,Very frequent (99-80%)
727,HP:0008653,Very frequent (99-80%)
727,HP:0010783,Very frequent (99-80%)
727,HP:0012649,Very frequent (99-80%)
727,HP:0100520,Very frequent (99-80%)
727,HP:0100820,Very frequent (99-80%)
727,HP:0001903,Frequent (79-30%)
727,HP:0001933,Frequent (79-30%)
727,HP:0002014,Frequent (79-30%)
727,HP:0002017,Frequent (79-30%)
727,HP:0002027,Frequent (79-30%)
727,HP:0002239,Frequent (79-30%)
727,HP:0002586,Frequent (79-30%)
727,HP:0002829,Frequent (79-30%)
727,HP:0003326,Frequent (79-30%)
727,HP:0003565,Frequent (79-30%)
727,HP:0004396,Frequent (79-30%)
727,HP:0004936,Frequent (79-30%)
727,HP:0005244,Frequent (79-30%)
727,HP:0012378,Frequent (79-30%)
727,HP:0012614,Frequent (79-30%)
727,HP:0032018,Frequent (79-30%)
727,HP:0032230,Frequent (79-30%)
727,HP:0033505,Frequent (79-30%)
727,HP:0033557,Frequent (79-30%)
727,HP:0033559,Frequent (79-30%)
727,HP:0034104,Frequent (79-30%)
727,HP:0200042,Frequent (79-30%)
727,HP:0000246,Occasional (29-5%)
727,HP:0000421,Occasional (29-5%)
727,HP:0000554,Occasional (29-5%)
727,HP:0000965,Occasional (29-5%)
727,HP:0001369,Occasional (29-5%)
727,HP:0001482,Occasional (29-5%)
727,HP:0001635,Occasional (29-5%)
727,HP:0001701,Occasional (29-5%)
727,HP:0001733,Occasional (29-5%)
727,HP:0001824,Occasional (29-5%)
727,HP:0003401,Occasional (29-5%)
727,HP:0008046,Occasional (29-5%)
727,HP:0009830,Occasional (29-5%)
727,HP:0011675,Occasional (29-5%)
727,HP:0025188,Occasional (29-5%)
727,HP:0025420,Occasional (29-5%)
727,HP:0031363,Occasional (29-5%)
727,HP:0100534,Occasional (29-5%)
727,HP:0100749,Occasional (29-5%)
727,HP:0100758,Occasional (29-5%)
2406,HP:0000365,Occasional (29-5%)
2406,HP:0000478,Very frequent (99-80%)
2406,HP:0000504,Very frequent (99-80%)
2406,HP:0000651,Very frequent (99-80%)
2406,HP:0000708,Very frequent (99-80%)
2406,HP:0001257,Very frequent (99-80%)
2406,HP:0001276,Very frequent (99-80%)
2406,HP:0001608,Very frequent (99-80%)
2406,HP:0002093,Very frequent (99-80%)
2406,HP:0002205,Frequent (79-30%)
2406,HP:0002273,Very frequent (99-80%)
2406,HP:0002425,Very frequent (99-80%)
2406,HP:0002445,Very frequent (99-80%)
2406,HP:0003781,Frequent (79-30%)
2406,HP:0011968,Frequent (79-30%)
2406,HP:0100021,Very frequent (99-80%)
293,HP:0000252,Occasional (29-5%)
293,HP:0001511,Frequent (79-30%)
293,HP:0001622,Frequent (79-30%)
293,HP:0002324,Occasional (29-5%)
1928,HP:0002097,Very frequent (99-80%)
1928,HP:0002098,Very frequent (99-80%)
1928,HP:0000961,Frequent (79-30%)
1928,HP:0001649,Frequent (79-30%)
1928,HP:0002094,Frequent (79-30%)
1928,HP:0010978,Frequent (79-30%)
1928,HP:0030828,Frequent (79-30%)
1928,HP:6000012,Frequent (79-30%)
1928,HP:0001508,Occasional (29-5%)
1928,HP:0001555,Occasional (29-5%)
1928,HP:0011968,Occasional (29-5%)
1928,HP:0030680,Occasional (29-5%)
1928,HP:0100750,Occasional (29-5%)
3287,HP:0002076,Frequent (79-30%)
3287,HP:0002092,Frequent (79-30%)
3287,HP:0002315,Frequent (79-30%)
3287,HP:0003326,Frequent (79-30%)
3287,HP:0003565,Frequent (79-30%)
3287,HP:0004417,Frequent (79-30%)
3287,HP:0004970,Frequent (79-30%)
3287,HP:0012649,Frequent (79-30%)
3287,HP:0020141,Frequent (79-30%)
3287,HP:0032554,Frequent (79-30%)
3287,HP:0100749,Frequent (79-30%)
3287,HP:0100758,Frequent (79-30%)
3287,HP:0200042,Frequent (79-30%)
3287,HP:0000488,Occasional (29-5%)
3287,HP:0000505,Occasional (29-5%)
3287,HP:0001297,Occasional (29-5%)
3287,HP:0001635,Occasional (29-5%)
3287,HP:0001644,Occasional (29-5%)
3287,HP:0001659,Occasional (29-5%)
3287,HP:0002094,Occasional (29-5%)
3287,HP:0002105,Occasional (29-5%)
3287,HP:0002167,Occasional (29-5%)
3287,HP:0002321,Occasional (29-5%)
3287,HP:0002326,Occasional (29-5%)
3287,HP:0002637,Occasional (29-5%)
3287,HP:0002829,Occasional (29-5%)
3287,HP:0004306,Occasional (29-5%)
3287,HP:0001654,Very frequent (99-80%)
3287,HP:0001824,Very frequent (99-80%)
3287,HP:0001945,Very frequent (99-80%)
3287,HP:0002617,Very frequent (99-80%)
3287,HP:0002633,Very frequent (99-80%)
3287,HP:0012089,Very frequent (99-80%)
3287,HP:0012378,Very frequent (99-80%)
3287,HP:0100545,Very frequent (99-80%)
3287,HP:0100735,Very frequent (99-80%)
3287,HP:0000822,Frequent (79-30%)
3287,HP:0001250,Frequent (79-30%)
3287,HP:0001324,Frequent (79-30%)
3287,HP:0001369,Frequent (79-30%)
3287,HP:0001646,Frequent (79-30%)
3287,HP:0001658,Frequent (79-30%)
3287,HP:0001903,Frequent (79-30%)
3287,HP:0001920,Frequent (79-30%)
3287,HP:0002039,Frequent (79-30%)
3287,HP:0004372,Occasional (29-5%)
3287,HP:0005244,Occasional (29-5%)
3287,HP:0011227,Occasional (29-5%)
3287,HP:0012219,Occasional (29-5%)
3287,HP:0030166,Occasional (29-5%)
3287,HP:0033834,Occasional (29-5%)
3287,HP:0100576,Occasional (29-5%)
234,HP:0000952,Very frequent (99-80%)
234,HP:0001080,Very frequent (99-80%)
234,HP:0001392,Very frequent (99-80%)
234,HP:0001928,Occasional (29-5%)
234,HP:0001945,Occasional (29-5%)
234,HP:0002027,Occasional (29-5%)
234,HP:0002240,Occasional (29-5%)
234,HP:0002908,Very frequent (99-80%)
234,HP:0004295,Frequent (79-30%)
234,HP:0012086,Very frequent (99-80%)
234,HP:0012378,Occasional (29-5%)
3452,HP:0000238,Occasional (29-5%)
3452,HP:0000520,Occasional (29-5%)
3452,HP:0000554,Frequent (79-30%)
3452,HP:0000716,Very frequent (99-80%)
3452,HP:0000821,Occasional (29-5%)
3452,HP:0000855,Occasional (29-5%)
3452,HP:0001250,Occasional (29-5%)
3452,HP:0001251,Occasional (29-5%)
3452,HP:0001324,Occasional (29-5%)
3452,HP:0001336,Very frequent (99-80%)
3452,HP:0001369,Very frequent (99-80%)
3452,HP:0001658,Occasional (29-5%)
3452,HP:0001701,Occasional (29-5%)
3452,HP:0001744,Frequent (79-30%)
3452,HP:0001903,Occasional (29-5%)
3452,HP:0001945,Very frequent (99-80%)
3452,HP:0001959,Occasional (29-5%)
3452,HP:0002014,Very frequent (99-80%)
3452,HP:0002024,Very frequent (99-80%)
3452,HP:0002027,Very frequent (99-80%)
3452,HP:0002039,Very frequent (99-80%)
3452,HP:0002093,Occasional (29-5%)
3452,HP:0002102,Frequent (79-30%)
3452,HP:0002239,Occasional (29-5%)
3452,HP:0002240,Frequent (79-30%)
3452,HP:0002360,Frequent (79-30%)
3452,HP:0002376,Very frequent (99-80%)
3452,HP:0002383,Occasional (29-5%)
3452,HP:0002516,Occasional (29-5%)
3452,HP:0002615,Frequent (79-30%)
3452,HP:0002829,Very frequent (99-80%)
3452,HP:0002902,Occasional (29-5%)
3452,HP:0003326,Frequent (79-30%)
3452,HP:0004326,Very frequent (99-80%)
3452,HP:0006824,Occasional (29-5%)
3452,HP:0007256,Occasional (29-5%)
3452,HP:0007440,Occasional (29-5%)
3452,HP:0009830,Occasional (29-5%)
3452,HP:0010741,Occasional (29-5%)
3452,HP:0012378,Very frequent (99-80%)
3452,HP:0012735,Occasional (29-5%)
3452,HP:0012819,Occasional (29-5%)
3452,HP:0100614,Occasional (29-5%)
3452,HP:0100639,Occasional (29-5%)
3452,HP:0100721,Very frequent (99-80%)
3452,HP:0100749,Occasional (29-5%)
3452,HP:0100829,Occasional (29-5%)
2331,HP:0001369,Frequent (79-30%)
2331,HP:0001654,Frequent (79-30%)
2331,HP:0001701,Frequent (79-30%)
2331,HP:0001894,Frequent (79-30%)
2331,HP:0001945,Frequent (79-30%)
2331,HP:0001974,Frequent (79-30%)
2331,HP:0002014,Frequent (79-30%)
2331,HP:0002027,Frequent (79-30%)
2331,HP:0003073,Frequent (79-30%)
2331,HP:0003565,Frequent (79-30%)
2331,HP:0011227,Frequent (79-30%)
2331,HP:0012378,Frequent (79-30%)
2331,HP:0025525,Frequent (79-30%)
2331,HP:0025537,Frequent (79-30%)
2331,HP:0025538,Frequent (79-30%)
2331,HP:0030953,Frequent (79-30%)
2331,HP:0031042,Frequent (79-30%)
2331,HP:0031250,Frequent (79-30%)
2331,HP:0100643,Frequent (79-30%)
2331,HP:0000508,Occasional (29-5%)
2331,HP:0000737,Occasional (29-5%)
2331,HP:0000952,Occasional (29-5%)
2331,HP:0001082,Occasional (29-5%)
2331,HP:0001287,Occasional (29-5%)
2331,HP:0001635,Occasional (29-5%)
2331,HP:0002017,Occasional (29-5%)
2331,HP:0000093,Very frequent (99-80%)
2331,HP:0000509,Very frequent (99-80%)
2331,HP:0000988,Very frequent (99-80%)
2331,HP:0002633,Very frequent (99-80%)
2331,HP:0025289,Very frequent (99-80%)
2331,HP:0025493,Very frequent (99-80%)
2331,HP:0100776,Very frequent (99-80%)
2331,HP:0100825,Very frequent (99-80%)
2331,HP:0000206,Frequent (79-30%)
2331,HP:0000969,Frequent (79-30%)
2331,HP:0002076,Occasional (29-5%)
2331,HP:0002829,Occasional (29-5%)
2331,HP:0004970,Occasional (29-5%)
2331,HP:0006530,Occasional (29-5%)
2331,HP:0006824,Occasional (29-5%)
2331,HP:0011658,Occasional (29-5%)
2331,HP:0011675,Occasional (29-5%)
2331,HP:0012115,Occasional (29-5%)
2331,HP:0012819,Occasional (29-5%)
2331,HP:0100586,Occasional (29-5%)
