ORPHAcode,fenotipo_id,Muy frecuente (80 - 99 %),Frecuente (30 - 79 %),Ocasional (5 - 29 %),Muy rara (1 - 4 %),Excluida (0 %),Siempre (100 %)
1471,HP:0011304,0,1,0,0,0,0
1471,HP:0100490,0,1,0,0,0,0
1471,HP:0100798,0,1,0,0,0,0
1484,HP:0000175,1,0,0,0,0,0
1484,HP:0000632,1,0,0,0,0,0
1484,HP:0000966,1,0,0,0,0,0
1484,HP:0001263,1,0,0,0,0,0
1484,HP:0001376,1,0,0,0,0,0
1484,HP:0002804,1,0,0,0,0,0
1484,HP:0100335,1,0,0,0,0,0
1484,HP:0100543,1,0,0,0,0,0
1486,HP:0000316,1,0,0,0,0,0
1486,HP:0000347,1,0,0,0,0,0
1486,HP:0000368,0,1,0,0,0,0
1486,HP:0000465,0,1,0,0,0,0
1486,HP:0000470,0,1,0,0,0,0
1486,HP:0000772,0,1,0,0,0,0
1486,HP:0001376,0,1,0,0,0,0
1486,HP:0001561,0,1,0,0,0,0
1486,HP:0002089,1,0,0,0,0,0
1486,HP:0002757,0,1,0,0,0,0
1486,HP:0003100,0,1,0,0,0,0
1486,HP:0003103,0,1,0,0,0,0
1486,HP:0003202,1,0,0,0,0,0
1486,HP:0003272,1,0,0,0,0,0
1486,HP:0003312,0,0,1,0,0,0
1486,HP:0004322,1,0,0,0,0,0
1486,HP:0009775,0,1,0,0,0,0
1486,HP:0009811,0,1,0,0,0,0
1487,HP:0001156,1,0,0,0,0,0
1487,HP:0001171,1,0,0,0,0,0
1487,HP:0001199,1,0,0,0,0,0
1487,HP:0001810,1,0,0,0,0,0
1487,HP:0008388,0,1,0,0,0,0
1487,HP:0008391,1,0,0,0,0,0
1487,HP:0010624,1,0,0,0,0,0
1487,HP:0011304,1,0,0,0,0,0
1490,HP:0000407,1,0,0,0,0,0
1490,HP:0000505,1,0,0,0,0,0
1490,HP:0000639,0,1,0,0,0,0
1490,HP:0001131,1,0,0,0,0,0
1490,HP:0007957,1,0,0,0,0,0
1493,HP:0001010,1,0,0,0,0,0
1493,HP:0001249,1,0,0,0,0,0
1493,HP:0001252,1,0,0,0,0,0
1493,HP:0001263,1,0,0,0,0,0
1493,HP:0001274,1,0,0,0,0,0
1493,HP:0001522,1,0,0,0,0,0
1493,HP:0001638,1,0,0,0,0,0
1493,HP:0002205,1,0,0,0,0,0
1493,HP:0002353,1,0,0,0,0,0
1493,HP:0002719,1,0,0,0,0,0
1493,HP:0004322,1,0,0,0,0,0
1493,HP:0005374,1,0,0,0,0,0
1493,HP:0005999,1,0,0,0,0,0
1493,HP:0007703,1,0,0,0,0,0
1493,HP:0000218,0,1,0,0,0,0
1493,HP:0000437,0,1,0,0,0,0
1493,HP:0000518,0,1,0,0,0,0
1493,HP:0000639,0,1,0,0,0,0
1493,HP:0000648,0,1,0,0,0,0
1493,HP:0001250,0,1,0,0,0,0
1493,HP:0001321,0,1,0,0,0,0
1493,HP:0001947,0,1,0,0,0,0
1493,HP:0002282,0,1,0,0,0,0
1493,HP:0012110,0,1,0,0,0,0
1493,HP:0000316,0,0,1,0,0,0
1493,HP:0000407,0,0,1,0,0,0
1493,HP:0000601,0,0,1,0,0,0
1493,HP:0001103,0,0,1,0,0,0
1493,HP:0001387,0,0,1,0,0,0
1493,HP:0002120,0,0,1,0,0,0
1493,HP:0002360,0,0,1,0,0,0
1493,HP:0004315,0,0,1,0,0,0
1493,HP:0008348,0,0,1,0,0,0
1493,HP:0008872,0,0,1,0,0,0
1493,HP:0011968,0,0,1,0,0,0
1495,HP:0000252,1,0,0,0,0,0
1495,HP:0000384,1,0,0,0,0,0
1495,HP:0000411,1,0,0,0,0,0
1495,HP:0001276,1,0,0,0,0,0
1495,HP:0001510,1,0,0,0,0,0
1495,HP:0002079,1,0,0,0,0,0
1495,HP:0002119,1,0,0,0,0,0
1495,HP:0002750,1,0,0,0,0,0
1495,HP:0006532,1,0,0,0,0,0
1495,HP:0010864,1,0,0,0,0,0
1495,HP:0010978,1,0,0,0,0,0
1495,HP:0000174,0,1,0,0,0,0
1495,HP:0000347,0,1,0,0,0,0
1495,HP:0001511,0,1,0,0,0,0
1495,HP:0001522,0,1,0,0,0,0
1495,HP:0001883,0,1,0,0,0,0
1495,HP:0100490,0,1,0,0,0,0
1495,HP:0000160,0,0,1,0,0,0
1495,HP:0000348,0,0,1,0,0,0
1495,HP:0000639,0,0,1,0,0,0
1495,HP:0000648,0,0,1,0,0,0
1495,HP:0001250,0,0,1,0,0,0
1495,HP:0001608,0,0,1,0,0,0
1495,HP:0002020,0,0,1,0,0,0
1495,HP:0003196,0,0,1,0,0,0
1495,HP:0004322,0,0,1,0,0,0
1495,HP:0030680,0,0,1,0,0,0
1497,HP:0000252,0,1,0,0,0,0
1497,HP:0001249,1,0,0,0,0,0
1497,HP:0001250,1,0,0,0,0,0
1497,HP:0001257,0,1,0,0,0,0
1497,HP:0001321,0,1,0,0,0,0
1497,HP:0001324,0,1,0,0,0,0
1497,HP:0002251,0,0,1,0,0,0
1433,HP:0000505,1,0,0,0,0,0
1433,HP:0000968,1,0,0,0,0,0
1433,HP:0001231,1,0,0,0,0,0
1433,HP:0002213,1,0,0,0,0,0
1433,HP:0007703,1,0,0,0,0,0
1433,HP:0008070,1,0,0,0,0,0
1433,HP:0008388,1,0,0,0,0,0
1433,HP:0100804,1,0,0,0,0,0
1433,HP:0200102,1,0,0,0,0,0
1433,HP:0002558,0,0,1,0,0,0
1433,HP:0006101,0,0,1,0,0,0
1433,HP:0007791,0,0,1,0,0,0
1433,HP:0008402,0,0,1,0,0,0
1433,HP:0010793,0,0,1,0,0,0
1433,HP:0040262,0,0,1,0,0,0
1433,HP:0045074,0,0,1,0,0,0
1435,HP:0000407,1,0,0,0,0,0
1435,HP:0000532,1,0,0,0,0,0
1435,HP:0001139,1,0,0,0,0,0
1435,HP:0200065,1,0,0,0,0,0
1435,HP:0000375,0,1,0,0,0,0
1435,HP:0000381,0,1,0,0,0,0
1435,HP:0000405,0,1,0,0,0,0
1435,HP:0000648,0,1,0,0,0,0
1435,HP:0000824,0,1,0,0,0,0
1435,HP:0000830,0,1,0,0,0,0
1435,HP:0001251,0,1,0,0,0,0
1435,HP:0001256,0,1,0,0,0,0
1435,HP:0001263,0,1,0,0,0,0
1435,HP:0001347,0,1,0,0,0,0
1435,HP:0001510,0,1,0,0,0,0
1435,HP:0001513,0,1,0,0,0,0
1435,HP:0002066,0,1,0,0,0,0
1435,HP:0002750,0,1,0,0,0,0
1435,HP:0004458,0,1,0,0,0,0
1435,HP:0005109,0,1,0,0,0,0
1435,HP:0007663,0,1,0,0,0,0
1435,HP:0007675,0,1,0,0,0,0
1435,HP:0007937,0,1,0,0,0,0
1435,HP:0007994,0,1,0,0,0,0
1435,HP:0008245,0,1,0,0,0,0
1435,HP:0008619,0,1,0,0,0,0
1435,HP:0008897,0,1,0,0,0,0
1435,HP:0011448,0,1,0,0,0,0
1435,HP:0030532,0,1,0,0,0,0
1435,HP:0000486,0,0,1,0,0,0
1435,HP:0000639,0,0,1,0,0,0
1435,HP:0000822,0,0,1,0,0,0
1435,HP:0001250,0,0,1,0,0,0
1435,HP:0001920,0,0,1,0,0,0
1435,HP:0002075,0,0,1,0,0,0
1435,HP:0003484,0,0,1,0,0,0
1435,HP:0000863,0,0,0,0,1,0
1435,HP:0010625,0,0,0,0,1,0
1435,HP:0011748,0,0,0,0,1,0
1436,HP:0001156,1,0,0,0,0,0
1436,HP:0002023,0,0,1,0,0,0
1436,HP:0002650,1,0,0,0,0,0
1436,HP:0002949,1,0,0,0,0,0
1436,HP:0004322,1,0,0,0,0,0
1436,HP:0005107,1,0,0,0,0,0
1436,HP:0005819,1,0,0,0,0,0
1436,HP:0005978,0,1,0,0,0,0
1436,HP:0008467,1,0,0,0,0,0
1453,HP:0000889,1,0,0,0,0,0
1453,HP:0001156,1,0,0,0,0,0
1453,HP:0004209,1,0,0,0,0,0
1453,HP:0004220,1,0,0,0,0,0
1453,HP:0005019,1,0,0,0,0,0
1453,HP:0007598,0,1,0,0,0,0
1453,HP:0008905,1,0,0,0,0,0
1454,HP:0000003,0,0,1,0,0,0
1454,HP:0000023,0,0,1,0,0,0
1454,HP:0000083,0,0,1,0,0,0
1454,HP:0000112,0,1,0,0,0,0
1454,HP:0000202,0,0,1,0,0,0
1454,HP:0000238,0,0,1,0,0,0
1454,HP:0000256,0,0,1,0,0,0
1454,HP:0000276,0,1,0,0,0,0
1454,HP:0000369,0,0,1,0,0,0
1454,HP:0000426,0,0,1,0,0,0
1454,HP:0000463,0,0,1,0,0,0
1454,HP:0000486,0,0,1,0,0,0
1454,HP:0000505,0,1,0,0,0,0
1454,HP:0000508,0,0,1,0,0,0
1454,HP:0000567,0,1,0,0,0,0
1454,HP:0000588,0,1,0,0,0,0
1454,HP:0000612,0,1,0,0,0,0
1454,HP:0000639,0,1,0,0,0,0
1454,HP:0000657,1,0,0,0,0,0
1454,HP:0000864,0,0,1,0,0,0
1454,HP:0001162,0,0,1,0,0,0
1454,HP:0001250,0,0,1,0,0,0
1454,HP:0001251,1,0,0,0,0,0
1454,HP:0001252,1,0,0,0,0,0
1454,HP:0001288,0,1,0,0,0,0
1454,HP:0001320,1,0,0,0,0,0
1454,HP:0001337,0,0,1,0,0,0
1454,HP:0001347,0,1,0,0,0,0
1454,HP:0001394,0,0,1,0,0,0
1454,HP:0001409,0,0,1,0,0,0
1454,HP:0001744,0,0,1,0,0,0
1454,HP:0002085,0,0,1,0,0,0
1454,HP:0002104,1,0,0,0,0,0
1454,HP:0002240,1,0,0,0,0,0
1454,HP:0002269,0,0,1,0,0,0
1454,HP:0002342,1,0,0,0,0,0
1454,HP:0002553,0,0,1,0,0,0
1454,HP:0002612,1,0,0,0,0,0
1454,HP:0002650,0,0,1,0,0,0
1454,HP:0002793,1,0,0,0,0,0
1454,HP:0002896,0,0,1,0,0,0
1454,HP:0002910,1,0,0,0,0,0
1454,HP:0004422,0,1,0,0,0,0
1454,HP:0005248,1,0,0,0,0,0
1454,HP:0007360,1,0,0,0,0,0
1454,HP:0007370,0,0,1,0,0,0
1454,HP:0008872,0,1,0,0,0,0
1454,HP:0100626,0,0,1,0,0,0
190,HP:0000486,1,0,0,0,0,0
190,HP:0000501,0,1,0,0,0,0
190,HP:0000518,0,0,1,0,0,0
190,HP:0000541,0,1,0,0,0,0
190,HP:0000593,0,0,1,0,0,0
190,HP:0001103,0,1,0,0,0,0
190,HP:0008046,1,0,0,0,0,0
190,HP:0008053,0,0,1,0,0,0
1458,HP:0000072,0,0,1,0,0,0
1458,HP:0000286,1,0,0,0,0,0
1458,HP:0000396,1,0,0,0,0,0
1458,HP:0000407,0,1,0,0,0,0
1458,HP:0000463,1,0,0,0,0,0
1458,HP:0000486,0,0,1,0,0,0
1458,HP:0000508,0,1,0,0,0,0
1458,HP:0000518,1,0,0,0,0,0
1458,HP:0000639,0,0,1,0,0,0
1458,HP:0000682,1,0,0,0,0,0
1458,HP:0000684,1,0,0,0,0,0
1458,HP:0001156,1,0,0,0,0,0
1458,HP:0001252,0,1,0,0,0,0
1458,HP:0001263,1,0,0,0,0,0
1458,HP:0001374,0,1,0,0,0,0
1458,HP:0001600,0,0,1,0,0,0
1458,HP:0001629,0,0,1,0,0,0
1458,HP:0002644,0,1,0,0,0,0
1458,HP:0002650,0,1,0,0,0,0
1458,HP:0002750,1,0,0,0,0,0
1458,HP:0003196,1,0,0,0,0,0
1458,HP:0003312,1,0,0,0,0,0
1458,HP:0003417,1,0,0,0,0,0
1458,HP:0004122,1,0,0,0,0,0
1458,HP:0004322,1,0,0,0,0,0
1458,HP:0005242,0,0,1,0,0,0
1458,HP:0005280,1,0,0,0,0,0
1458,HP:0005692,0,1,0,0,0,0
1458,HP:0005930,1,0,0,0,0,0
1458,HP:0006482,1,0,0,0,0,0
1458,HP:0009901,1,0,0,0,0,0
1458,HP:0010049,1,0,0,0,0,0
1458,HP:0012368,1,0,0,0,0,0
1466,HP:0000135,0,1,0,0,0,0
1466,HP:0000232,1,0,0,0,0,0
1466,HP:0000252,1,0,0,0,0,0
1466,HP:0000347,1,0,0,0,0,0
1466,HP:0000407,0,1,0,0,0,0
1466,HP:0000431,1,0,0,0,0,0
1466,HP:0000470,0,1,0,0,0,0
1466,HP:0000505,0,1,0,0,0,0
1466,HP:0000518,1,0,0,0,0,0
1466,HP:0000568,1,0,0,0,0,0
1466,HP:0000648,0,0,1,0,0,0
1466,HP:0000992,0,1,0,0,0,0
1466,HP:0001250,0,1,0,0,0,0
1466,HP:0001252,1,0,0,0,0,0
1466,HP:0001276,1,0,0,0,0,0
1466,HP:0001315,0,1,0,0,0,0
1466,HP:0001387,1,0,0,0,0,0
1466,HP:0001511,0,1,0,0,0,0
1466,HP:0001522,1,0,0,0,0,0
1466,HP:0001883,0,0,1,0,0,0
1466,HP:0002120,1,0,0,0,0,0
1466,HP:0002514,1,0,0,0,0,0
1466,HP:0002804,1,0,0,0,0,0
1466,HP:0004322,1,0,0,0,0,0
1466,HP:0005105,1,0,0,0,0,0
1466,HP:0005487,1,0,0,0,0,0
1466,HP:0007360,1,0,0,0,0,0
1466,HP:0007703,0,0,1,0,0,0
1466,HP:0008872,1,0,0,0,0,0
1466,HP:0009830,0,0,1,0,0,0
1466,HP:0010978,0,1,0,0,0,0
1466,HP:0011344,1,0,0,0,0,0
1466,HP:0100490,1,0,0,0,0,0
1842,HP:0000773,1,0,0,0,0,0
1842,HP:0000774,1,0,0,0,0,0
1842,HP:0001824,1,0,0,0,0,0
1842,HP:0002093,1,0,0,0,0,0
1842,HP:0002652,1,0,0,0,0,0
1842,HP:0002823,1,0,0,0,0,0
1842,HP:0002983,1,0,0,0,0,0
1842,HP:0008890,1,0,0,0,0,0
1842,HP:0008905,1,0,0,0,0,0
1842,HP:0000348,0,1,0,0,0,0
1842,HP:0000364,0,1,0,0,0,0
1842,HP:0000457,0,1,0,0,0,0
1842,HP:0000463,0,1,0,0,0,0
1842,HP:0000470,0,1,0,0,0,0
1842,HP:0000940,0,1,0,0,0,0
1842,HP:0001172,0,1,0,0,0,0
1842,HP:0001252,0,1,0,0,0,0
1842,HP:0001373,0,1,0,0,0,0
1842,HP:0001591,0,1,0,0,0,0
1842,HP:0002007,0,1,0,0,0,0
1842,HP:0005692,0,1,0,0,0,0
1842,HP:0005930,0,1,0,0,0,0
1842,HP:0009811,0,1,0,0,0,0
1842,HP:0012368,0,1,0,0,0,0
1842,HP:0030680,0,1,0,0,0,0
1842,HP:0100255,0,1,0,0,0,0
1842,HP:0001155,0,0,1,0,0,0
1842,HP:0001508,0,0,1,0,0,0
1842,HP:0001631,0,0,1,0,0,0
1842,HP:0001639,0,0,1,0,0,0
1842,HP:0001643,0,0,1,0,0,0
1842,HP:0001883,0,0,1,0,0,0
1842,HP:0001903,0,0,1,0,0,0
1842,HP:0002014,0,0,1,0,0,0
1842,HP:0002017,0,0,1,0,0,0
1842,HP:0002205,0,0,1,0,0,0
1842,HP:0002240,0,0,1,0,0,0
1842,HP:0005989,0,0,1,0,0,0
1842,HP:0100790,0,0,1,0,0,0
1852,HP:0000486,0,1,0,0,0,0
1852,HP:0000505,1,0,0,0,0,0
1852,HP:0000639,1,0,0,0,0,0
1852,HP:0007703,1,0,0,0,0,0
1852,HP:0007973,1,0,0,0,0,0
1852,HP:0008046,1,0,0,0,0,0
1836,HP:0000772,0,0,1,0,0,0
1836,HP:0001883,0,0,1,0,0,0
1836,HP:0002967,0,0,1,0,0,0
1836,HP:0002991,1,0,0,0,0,0
1836,HP:0003027,1,0,0,0,0,0
1836,HP:0003028,1,0,0,0,0,0
1836,HP:0003063,1,0,0,0,0,0
1836,HP:0003422,0,0,1,0,0,0
1836,HP:0004209,0,1,0,0,0,0
1836,HP:0004322,1,0,0,0,0,0
1836,HP:0005009,1,0,0,0,0,0
1836,HP:0005048,0,1,0,0,0,0
1836,HP:0008368,1,0,0,0,0,0
1836,HP:0009465,0,1,0,0,0,0
1836,HP:0100490,1,0,0,0,0,0
1834,HP:0000008,1,0,0,0,0,0
1834,HP:0000069,1,0,0,0,0,0
1834,HP:0000078,1,0,0,0,0,0
1834,HP:0000079,1,0,0,0,0,0
1834,HP:0000107,1,0,0,0,0,0
1834,HP:0000126,0,1,0,0,0,0
1834,HP:0000212,1,0,0,0,0,0
1834,HP:0000238,1,0,0,0,0,0
1834,HP:0000316,1,0,0,0,0,0
1834,HP:0000324,1,0,0,0,0,0
1834,HP:0000347,1,0,0,0,0,0
1834,HP:0000384,1,0,0,0,0,0
1834,HP:0000470,1,0,0,0,0,0
1834,HP:0000707,0,1,0,0,0,0
1834,HP:0000772,1,0,0,0,0,0
1834,HP:0000776,1,0,0,0,0,0
1834,HP:0000921,1,0,0,0,0,0
1834,HP:0000924,1,0,0,0,0,0
1834,HP:0001140,1,0,0,0,0,0
1834,HP:0001392,1,0,0,0,0,0
1834,HP:0001539,1,0,0,0,0,0
1834,HP:0001562,1,0,0,0,0,0
1834,HP:0001622,1,0,0,0,0,0
1834,HP:0001743,1,0,0,0,0,0
1834,HP:0002019,0,1,0,0,0,0
1834,HP:0002020,1,0,0,0,0,0
1834,HP:0002023,1,0,0,0,0,0
1834,HP:0002120,1,0,0,0,0,0
1834,HP:0002242,1,0,0,0,0,0
1834,HP:0002575,0,1,0,0,0,0
1834,HP:0002644,1,0,0,0,0,0
1834,HP:0002650,1,0,0,0,0,0
1834,HP:0002815,1,0,0,0,0,0
1834,HP:0003312,1,0,0,0,0,0
1834,HP:0003422,1,0,0,0,0,0
1834,HP:0004322,1,0,0,0,0,0
1834,HP:0006703,1,0,0,0,0,0
1834,HP:0008551,1,0,0,0,0,0
1834,HP:0008678,1,0,0,0,0,0
1834,HP:0012718,1,0,0,0,0,0
1834,HP:0012732,1,0,0,0,0,0
1834,HP:0100542,0,1,0,0,0,0
1839,HP:0000008,0,1,0,0,0,0
1839,HP:0000014,0,1,0,0,0,0
1839,HP:0000119,0,1,0,0,0,0
1839,HP:0000212,1,0,0,0,0,0
1839,HP:0000221,1,0,0,0,0,0
1839,HP:0000518,1,0,0,0,0,0
1839,HP:0000613,0,1,0,0,0,0
1839,HP:0000639,0,1,0,0,0,0
1839,HP:0000790,0,0,1,0,0,0
1839,HP:0000962,1,0,0,0,0,0
1839,HP:0001131,1,0,0,0,0,0
1839,HP:0001596,1,0,0,0,0,0
1839,HP:0002205,1,0,0,0,0,0
1839,HP:0002206,0,1,0,0,0,0
1839,HP:0002213,1,0,0,0,0,0
1839,HP:0002575,1,0,0,0,0,0
1839,HP:0008070,1,0,0,0,0,0
1839,HP:0012732,1,0,0,0,0,0
1837,HP:0000944,1,0,0,0,0,0
1837,HP:0002750,1,0,0,0,0,0
1837,HP:0003272,1,0,0,0,0,0
1837,HP:0006501,1,0,0,0,0,0
1837,HP:0040071,1,0,0,0,0,0
1837,HP:0002991,0,1,0,0,0,0
1837,HP:0003312,0,1,0,0,0,0
1837,HP:0004322,0,1,0,0,0,0
1837,HP:0005916,0,1,0,0,0,0
1837,HP:0000164,0,0,1,0,0,0
1837,HP:0000457,0,0,1,0,0,0
1837,HP:0000691,0,0,1,0,0,0
1837,HP:0000787,0,0,1,0,0,0
1837,HP:0001608,0,0,1,0,0,0
1837,HP:0006482,0,0,1,0,0,0
1871,HP:0000505,1,0,0,0,0,0
1871,HP:0000512,1,0,0,0,0,0
1871,HP:0000551,1,0,0,0,0,0
1871,HP:0000613,1,0,0,0,0,0
1871,HP:0007703,1,0,0,0,0,0
1873,HP:0000505,1,0,0,0,0,0
1873,HP:0000551,1,0,0,0,0,0
1873,HP:0000613,1,0,0,0,0,0
1873,HP:0000639,1,0,0,0,0,0
1873,HP:0000648,0,1,0,0,0,0
1873,HP:0000682,1,0,0,0,0,0
1873,HP:0000705,1,0,0,0,0,0
1873,HP:0007703,1,0,0,0,0,0
1873,HP:0011073,1,0,0,0,0,0
1872,HP:0000613,1,0,0,0,0,0
1872,HP:0000662,1,0,0,0,0,0
1872,HP:0007703,1,0,0,0,0,0
1872,HP:0000529,0,1,0,0,0,0
1872,HP:0000543,0,1,0,0,0,0
1872,HP:0000551,0,1,0,0,0,0
1872,HP:0000603,0,1,0,0,0,0
1872,HP:0001105,0,1,0,0,0,0
1872,HP:0007641,0,1,0,0,0,0
1872,HP:0007737,0,1,0,0,0,0
1872,HP:0007843,0,1,0,0,0,0
1872,HP:0030466,0,1,0,0,0,0
1872,HP:0000505,0,0,1,0,0,0
1872,HP:0000639,0,0,1,0,0,0
1872,HP:0012508,0,0,1,0,0,0
1860,HP:0000077,0,0,1,0,0,0
1860,HP:0000238,0,0,1,0,0,0
1860,HP:0000256,1,0,0,0,0,0
1860,HP:0000260,0,1,0,0,0,0
1860,HP:0000365,0,1,0,0,0,0
1860,HP:0000520,0,1,0,0,0,0
1860,HP:0000774,1,0,0,0,0,0
1860,HP:0000926,1,0,0,0,0,0
1860,HP:0000944,1,0,0,0,0,0
1860,HP:0000946,1,0,0,0,0,0
1860,HP:0000956,0,0,1,0,0,0
1860,HP:0001156,1,0,0,0,0,0
1860,HP:0001171,1,0,0,0,0,0
1860,HP:0001250,0,0,1,0,0,0
1860,HP:0001252,1,0,0,0,0,0
1860,HP:0001387,0,0,1,0,0,0
1860,HP:0001561,0,1,0,0,0,0
1860,HP:0001582,1,0,0,0,0,0
1860,HP:0001631,0,0,1,0,0,0
1860,HP:0001643,0,0,1,0,0,0
1860,HP:0002007,0,1,0,0,0,0
1860,HP:0002093,1,0,0,0,0,0
1860,HP:0002119,0,1,0,0,0,0
1860,HP:0002187,1,0,0,0,0,0
1860,HP:0002282,0,0,1,0,0,0
1860,HP:0002652,1,0,0,0,0,0
1860,HP:0002676,0,0,1,0,0,0
1860,HP:0002808,0,1,0,0,0,0
1860,HP:0002980,1,0,0,0,0,0
1860,HP:0002983,1,0,0,0,0,0
1860,HP:0003097,1,0,0,0,0,0
1860,HP:0003185,1,0,0,0,0,0
1860,HP:0005280,1,0,0,0,0,0
1860,HP:0006487,1,0,0,0,0,0
1860,HP:0006703,0,1,0,0,0,0
1860,HP:0007392,0,1,0,0,0,0
1860,HP:0008909,1,0,0,0,0,0
1860,HP:0010880,0,1,0,0,0,0
1860,HP:0012368,1,0,0,0,0,0
1860,HP:0100781,1,0,0,0,0,0
1858,HP:0000164,1,0,0,0,0,0
1858,HP:0000303,1,0,0,0,0,0
1858,HP:0000689,1,0,0,0,0,0
1858,HP:0001156,1,0,0,0,0,0
1858,HP:0001249,1,0,0,0,0,0
1858,HP:0001250,1,0,0,0,0,0
1858,HP:0001385,1,0,0,0,0,0
1858,HP:0002353,1,0,0,0,0,0
1858,HP:0002650,1,0,0,0,0,0
1858,HP:0002652,1,0,0,0,0,0
1858,HP:0002808,1,0,0,0,0,0
1858,HP:0002866,1,0,0,0,0,0
1858,HP:0003212,1,0,0,0,0,0
1858,HP:0004322,1,0,0,0,0,0
1858,HP:0009882,1,0,0,0,0,0
1861,HP:0000405,0,1,0,0,0,0
1861,HP:0000457,0,1,0,0,0,0
1861,HP:0000774,1,0,0,0,0,0
1861,HP:0000944,0,1,0,0,0,0
1861,HP:0001249,0,1,0,0,0,0
1861,HP:0001250,0,1,0,0,0,0
1861,HP:0001251,0,1,0,0,0,0
1861,HP:0001252,0,1,0,0,0,0
1861,HP:0001263,0,1,0,0,0,0
1861,HP:0001334,1,0,0,0,0,0
1861,HP:0002878,0,1,0,0,0,0
1861,HP:0004322,1,0,0,0,0,0
1861,HP:0009826,1,0,0,0,0,0
1799,HP:0002381,1,0,0,0,0,0
1799,HP:0002474,1,0,0,0,0,0
1799,HP:0002546,1,0,0,0,0,0
1801,HP:0000347,0,1,0,0,0,0
1801,HP:0000774,1,0,0,0,0,0
1801,HP:0000895,0,1,0,0,0,0
1801,HP:0000907,1,0,0,0,0,0
1801,HP:0000921,0,1,0,0,0,0
1801,HP:0000944,1,0,0,0,0,0
1801,HP:0001176,0,0,1,0,0,0
1801,HP:0001252,0,0,1,0,0,0
1801,HP:0001376,0,1,0,0,0,0
1801,HP:0001387,0,1,0,0,0,0
1801,HP:0002983,1,0,0,0,0,0
1801,HP:0003180,0,1,0,0,0,0
1801,HP:0003312,1,0,0,0,0,0
1801,HP:0003498,1,0,0,0,0,0
1801,HP:0006487,1,0,0,0,0,0
1801,HP:0010306,1,0,0,0,0,0
1801,HP:0010561,1,0,0,0,0,0
1801,HP:0012368,0,1,0,0,0,0
1802,HP:0000944,1,0,0,0,0,0
1802,HP:0001744,0,0,1,0,0,0
1802,HP:0001903,1,0,0,0,0,0
1802,HP:0002167,0,0,1,0,0,0
1802,HP:0002644,1,0,0,0,0,0
1802,HP:0002823,1,0,0,0,0,0
1802,HP:0002992,1,0,0,0,0,0
1802,HP:0003103,1,0,0,0,0,0
1802,HP:0003312,1,0,0,0,0,0
1802,HP:0004493,1,0,0,0,0,0
1802,HP:0005019,1,0,0,0,0,0
1802,HP:0006487,1,0,0,0,0,0
1802,HP:0010978,1,0,0,0,0,0
1803,HP:0000311,1,0,0,0,0,0
1803,HP:0000470,0,0,1,0,0,0
1803,HP:0000773,1,0,0,0,0,0
1803,HP:0000774,1,0,0,0,0,0
1803,HP:0000944,1,0,0,0,0,0
1803,HP:0001288,0,0,1,0,0,0
1803,HP:0001591,1,0,0,0,0,0
1803,HP:0002162,1,0,0,0,0,0
1803,HP:0002644,1,0,0,0,0,0
1803,HP:0002857,1,0,0,0,0,0
1803,HP:0002991,1,0,0,0,0,0
1803,HP:0003042,1,0,0,0,0,0
1803,HP:0003307,1,0,0,0,0,0
1803,HP:0005019,1,0,0,0,0,0
1803,HP:0005692,1,0,0,0,0,0
1803,HP:0008873,1,0,0,0,0,0
1803,HP:0009826,1,0,0,0,0,0
1803,HP:0012368,1,0,0,0,0,0
1788,HP:0000272,1,0,0,0,0,0
1788,HP:0000308,1,0,0,0,0,0
1788,HP:0000426,1,0,0,0,0,0
1788,HP:0001180,1,0,0,0,0,0
1788,HP:0008551,1,0,0,0,0,0
1788,HP:0000912,0,1,0,0,0,0
1788,HP:0002139,0,1,0,0,0,0
1788,HP:0002410,0,1,0,0,0,0
1788,HP:0002644,0,1,0,0,0,0
1788,HP:0002974,0,1,0,0,0,0
1788,HP:0003038,0,1,0,0,0,0
1788,HP:0006495,0,1,0,0,0,0
1788,HP:0006501,0,1,0,0,0,0
1788,HP:0030680,0,1,0,0,0,0
1788,HP:0000130,0,0,1,0,0,0
1788,HP:0001511,0,0,1,0,0,0
1788,HP:0001762,0,0,1,0,0,0
1788,HP:0003312,0,0,1,0,0,0
1788,HP:0006101,0,0,1,0,0,0
1788,HP:0008678,0,0,1,0,0,0
1790,HP:0000008,0,0,1,0,0,0
1790,HP:0000160,0,1,0,0,0,0
1790,HP:0000175,0,1,0,0,0,0
1790,HP:0000193,0,1,0,0,0,0
1790,HP:0000243,0,0,1,0,0,0
1790,HP:0000248,0,1,0,0,0,0
1790,HP:0000369,1,0,0,0,0,0
1790,HP:0000452,0,1,0,0,0,0
1790,HP:0000463,1,0,0,0,0,0
1790,HP:0000494,0,1,0,0,0,0
1790,HP:0000520,0,1,0,0,0,0
1790,HP:0000582,0,0,1,0,0,0
1790,HP:0000588,0,1,0,0,0,0
1790,HP:0001363,0,1,0,0,0,0
1790,HP:0001522,0,0,1,0,0,0
1790,HP:0001561,0,1,0,0,0,0
1790,HP:0001631,0,0,1,0,0,0
1790,HP:0001643,0,0,1,0,0,0
1790,HP:0002205,1,0,0,0,0,0
1790,HP:0002777,0,0,1,0,0,0
1790,HP:0003196,1,0,0,0,0,0
1790,HP:0005439,1,0,0,0,0,0
1790,HP:0005607,1,0,0,0,0,0
1790,HP:0008749,0,1,0,0,0,0
