ORPHAcode,nombre_enfermedad,tipo_enfermedad,edad_media_inicio,tipo_herencia
364063,Infantile epileptic-dyskinetic encephalopathy,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
364198,Bipartite talus,Morphological anomaly,"['Adolescent', 'Adult']",['Not applicable']
364577,Intellectual disability-brachydactyly-Pierre Robin syndrome,Malformation syndrome,['Neonatal'],[]
369837,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
369840,TRAPPC11-related limb-girdle muscular dystrophy R18,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,Disease,['Childhood'],['Autosomal recessive']
369852,Congenital neutropenia-myelofibrosis-nephromegaly syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
369867,Autosomal recessive intermediate Charcot-Marie-Tooth disease type C,Disease,"['Adult', 'All ages', 'Childhood']",['Autosomal recessive']
369873,Obesity due to SIM1 deficiency,Etiological subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
369881,2p21 microdeletion syndrome without cystinuria,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
369886,Homozygous 2p21 microdeletion syndrome,Clinical group,[],['Not applicable']
369891,Developmental delay-facial dysmorphism syndrome due to MED13L deficiency,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
369897,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
369913,Combined oxidative phosphorylation defect type 17,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
369920,Pontocerebellar hypoplasia type 9,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
369929,Primary hyperaldosteronism-seizures-neurological abnormalities syndrome,Disease,"['Infancy', 'Neonatal']",['Not applicable']
369939,Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
369942,CADDS,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
369950,Intellectual disability-seizures-macrocephaly-obesity syndrome,Disease,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
369955,"Methylmalonic acidemia with homocystinuria, type cblJ",Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
369962,"Methylmalonic acidemia with homocystinuria, type cblX",Clinical subtype,"['Infancy', 'Neonatal']",['X-linked recessive']
369970,Microcornea-myopic chorioretinal atrophy-telecanthus syndrome,Disease,['Childhood'],['Autosomal recessive']
369979,Finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",[]
369992,Severe dermatitis-multiple allergies-metabolic wasting syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
369999,Diffuse palmoplantar keratoderma with painful fissures,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
370002,Focal palmoplantar keratoderma with joint keratoses,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
370010,Intellectual disability-facial dysmorphism-hand anomalies syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
370015,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",Disease,"['Infancy', 'Neonatal']",[]
370022,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370026,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,Disease,['All ages'],['Not applicable']
370034,Familial syringomyelia,Clinical subtype,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
370039,Angora hair nevus,Disease,"['Infancy', 'Neonatal']","['Not applicable', 'Unknown']"
370046,Didymosis aplasticosebacea,Disease,"['Infancy', 'Neonatal']",['Not applicable']
370052,SCALP syndrome,Disease,['Neonatal'],['Not applicable']
370076,Fetal carbamazepine syndrome,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",['Not applicable']
370079,Proximal 16p11.2 microduplication syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",[]
370088,Acute infantile liver failure-multisystemic involvement syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370091,Oculocutaneous albinism type 5,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370097,Oculocutaneous albinism type 6,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370103,"Primary dystonia, DYT17 type",Disease,"['Adolescent', 'Adult']",[]
370127,Medich giant platelet syndrome,Disease,"['Infancy', 'Neonatal']",[]
370131,White platelet syndrome,Disease,['No data available'],['Autosomal dominant']
370334,Extraskeletal Ewing sarcoma,Disease,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
370348,Peripheral primitive neuroectodermal tumor,Disease,"['Adolescent', 'Adult', 'Childhood']",['Not applicable']
370396,Small cell carcinoma of the ovary,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",[]
370921,STT3A-CDG,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370924,STT3B-CDG,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370927,SSR4-CDG,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
370930,XYLT1-CDG,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370959,Congenital muscular dystrophy with cerebellar involvement,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370968,Congenital muscular dystrophy with intellectual disability,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370980,Congenital muscular dystrophy without intellectual disability,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy,Disease,['Infancy'],[]
371007,Congenital muscular dystrophy with hyperlaxity,Disease,['Neonatal'],[]
371364,Hypotonia-speech impairment-severe cognitive delay syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
391307,Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
391311,Susceptibility to viral and mycobacterial infections due to STAT1 deficiency,Disease,[],['Autosomal recessive']
391316,Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
391320,East Texas bleeding disorder,Etiological subtype,['Childhood'],['Autosomal dominant']
391327,X-linked calvarial hyperostosis,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
391330,X-linked osteoporosis with fractures,Disease,['Childhood'],['X-linked recessive']
391343,Fatal post-viral neurodegenerative disorder,Disease,['Childhood'],['Autosomal recessive']
391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
391351,SURF1-related Charcot-Marie-Tooth disease type 4,Disease,['Childhood'],['Autosomal recessive']
391366,Growth retardation-mild developmental delay-chronic hepatitis syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
391372,FOXP1 Syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",[]
391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
391384,Familial episodic pain syndrome,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
391389,Familial episodic pain syndrome with predominantly upper body involvement,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
391392,Familial episodic pain syndrome with predominantly lower limb involvement,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal dominant']
391397,Hereditary sensory and autonomic neuropathy type 7,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
391408,Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
391411,Atypical juvenile parkinsonism,Disease,"['Adolescent', 'Adult']","['Autosomal recessive', 'Not applicable']"
391417,HSD10 disease,Disease,"['Childhood', 'Infancy', 'Neonatal']",['X-linked dominant']
391428,"HSD10 disease, infantile type",Clinical subtype,"['Infancy', 'Neonatal']",['X-linked dominant']
391457,"HSD10 disease, neonatal type",Clinical subtype,"['Infancy', 'Neonatal']",['X-linked dominant']
391474,Frontorhiny,Malformation syndrome,['Neonatal'],['Autosomal recessive']
391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,Disease,['Infancy'],['Autosomal dominant']
391490,Adult-onset myasthenia gravis,Clinical subtype,['Adult'],"['Multigenic/multifactorial', 'Not applicable']"
391497,Juvenile myasthenia gravis,Clinical subtype,"['Adolescent', 'Childhood', 'Infancy', 'Neonatal']",['Not applicable']
391504,Transient neonatal myasthenia gravis,Clinical subtype,"['Antenatal', 'Neonatal']",['Not applicable']
391641,Feingold syndrome type 1,Clinical subtype,"['Antenatal', 'Neonatal']",['Autosomal dominant']
391646,Feingold syndrome type 2,Clinical subtype,"['Antenatal', 'Neonatal']",['Autosomal dominant']
391651,Glomus tumor,Disease,['All ages'],[]
391655,Off-periods in Parkinson disease not responding to oral treatment,Particular clinical situation in a disease or syndrome,"['Adult', 'Elderly']",['Not applicable']
391665,Homozygous familial hypercholesterolemia,Disease,['Neonatal'],"['Autosomal dominant', 'Autosomal recessive']"
391673,Necrotizing enterocolitis,Disease,['Neonatal'],['Not applicable']
391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
391723,Mucinous adenocarcinoma of the appendix,Disease,"['Adult', 'Elderly']",[]
394529,"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type",Clinical subtype,"['Infancy', 'Neonatal']",[]
397587,Deep dermatophytosis,Disease,"['Adult', 'Childhood']",['Not applicable']
397590,Silver-Russell syndrome due to a point mutation,Etiological subtype,"['Antenatal', 'Neonatal']",['Autosomal dominant']
397593,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,Disease,['Neonatal'],['Autosomal recessive']
397596,Activated PI3K-delta syndrome,Disease,"['Adult', 'Childhood', 'Infancy']",['Autosomal dominant']
397606,PrP systemic amyloidosis,Disease,['Adult'],['Autosomal dominant']
397612,Macrocephaly-developmental delay syndrome,Malformation syndrome,['Neonatal'],['Autosomal recessive']
397615,Obesity due to CEP19 deficiency,Etiological subtype,['Childhood'],['Autosomal recessive']
397618,Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome,Disease,['Neonatal'],['Autosomal recessive']
397623,Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,Malformation syndrome,['Neonatal'],['Autosomal recessive']
397685,Familial hyperprolactinemia,Disease,['Adult'],['Autosomal dominant']
397692,Hereditary isolated aplastic anemia,Disease,['Childhood'],"['Autosomal dominant', 'Autosomal recessive']"
397695,3q27.3 microdeletion syndrome,Disease,['Infancy'],['Autosomal dominant']
397709,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome,Malformation syndrome,['Infancy'],['Autosomal recessive']
397715,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,Malformation syndrome,['Neonatal'],['Autosomal recessive']
397725,COASY protein-associated neurodegeneration,Disease,['Childhood'],['Autosomal recessive']
397735,Autosomal dominant Charcot-Marie-Tooth disease type 2U,Disease,['Adult'],['Autosomal dominant']
397744,Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,Disease,['Childhood'],['Autosomal dominant']
397750,Periodic paralysis with later-onset distal motor neuropathy,Disease,"['Adolescent', 'Adult']",['Mitochondrial inheritance']
397755,Periodic paralysis with transient compartment-like syndrome,Disease,['All ages'],[]
397758,Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies,Disease,['Adult'],['Autosomal dominant']
397787,Combined immunodeficiency due to IKK2 deficiency,Disease,['Infancy'],['Autosomal recessive']
397922,Ferro-cerebro-cutaneous syndrome,Disease,['Infancy'],['X-linked recessive']
397927,Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
397933,Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome,Disease,"['Infancy', 'Neonatal']",['X-linked recessive']
397937,Polyglucosan body myopathy type 1,Disease,"['Adolescent', 'Childhood']",['Autosomal recessive']
397941,MAN1B1-CDG,Disease,"['Childhood', 'Infancy']",['Autosomal recessive']
397946,Autosomal spastic paraplegia type 58,Disease,"['Adolescent', 'Adult', 'Childhood', 'Elderly', 'Infancy']","['Autosomal dominant', 'Autosomal recessive']"
397951,Microcephaly-thin corpus callosum-intellectual disability syndrome,Disease,['Infancy'],['Autosomal recessive']
397959,TCR-alpha-beta-positive T-cell deficiency,Disease,['Infancy'],['Autosomal recessive']
397964,Combined immunodeficiency due to MALT1 deficiency,Disease,['Infancy'],['Autosomal recessive']
397968,Charcot-Marie-Tooth disease type 2R,Disease,['Infancy'],['Autosomal recessive']
397973,Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome,Disease,['Neonatal'],['Autosomal recessive']
398043,Malignant tumor of penis,Category,['Elderly'],[]
398053,Adenocarcinoma of the penis,Disease,['Elderly'],[]
398058,Squamous cell carcinoma of the penis,Disease,['Elderly'],[]
398063,Refractory celiac disease,Disease,['All ages'],['Not applicable']
398069,Schaaf-Yang syndrome,Disease,['Neonatal'],['Not applicable']
398073,Prader-Willi-like syndrome,Clinical group,['Neonatal'],[]
398079,SIM1-related Prader-Willi-like syndrome,Disease,"['Antenatal', 'Infancy', 'Neonatal']",[]
398088,Hereditary cryohydrocytosis with normal stomatin,Disease,['Neonatal'],['Autosomal dominant']
398091,Secondary neonatal autoimmune disease,Category,['Neonatal'],[]
398097,Neonatal antiphospholipid syndrome,Disease,['Neonatal'],[]
398109,Neonatal autoimmune hemolytic anemia,Disease,['Neonatal'],[]
398117,Neonatal dermatomyositis,Disease,['Neonatal'],[]
398124,Neonatal lupus erythematosus,Disease,['Neonatal'],['Not applicable']
398127,Neonatal scleroderma,Disease,['Neonatal'],[]
398147,Persistent idiopathic facial pain,Disease,['Adult'],[]
398156,Oculoauriculofrontonasal syndrome,Malformation syndrome,['Neonatal'],['Unknown']
398166,Focal facial dermal dysplasia,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
398173,Focal facial dermal dysplasia type II,Clinical subtype,"['Antenatal', 'Neonatal']",['Autosomal dominant']
398189,Focal facial dermal dysplasia type IV,Clinical subtype,"['Antenatal', 'Neonatal']",['Autosomal recessive']
398934,Malignant epithelial tumor of ovary,Category,['Adult'],[]
398940,Malignant non-epithelial tumor of ovary,Category,['Adult'],[]
398961,Mucinous adenocarcinoma of ovary,Disease,['Adult'],[]
