clase_id,clase,ORPHAcode,nombre_enfermedad
181,Rare neurological diseases,210141,Inherited congenital spastic tetraplegia
147,Rare developmental anomalies during embryogenesis,210144,"Lethal polymalformative syndrome, Boissel type"
156,Rare genetic diseases,210144,"Lethal polymalformative syndrome, Boissel type"
183,Rare hepatic diseases,210159,Adult hepatocellular carcinoma
202,Rare neoplastic diseases,210159,Adult hepatocellular carcinoma
233,Rare transplant-related disorders,210159,Adult hepatocellular carcinoma
147,Rare developmental anomalies during embryogenesis,210163,"Congenital lethal myopathy, Compton-North type"
156,Rare genetic diseases,210163,"Congenital lethal myopathy, Compton-North type"
181,Rare neurological diseases,210163,"Congenital lethal myopathy, Compton-North type"
200,Rare otorhinolaryngological diseases,210272,Mal de débarquement
147,Rare developmental anomalies during embryogenesis,210548,Macrocephaly-intellectual disability-autism syndrome
156,Rare genetic diseases,210548,Macrocephaly-intellectual disability-autism syndrome
181,Rare neurological diseases,210548,Macrocephaly-intellectual disability-autism syndrome
156,Rare genetic diseases,210571,Dystonia 16
181,Rare neurological diseases,210571,Dystonia 16
209,Rare surgical maxillo-facial diseases,210576,Congenital temporomandibular joint ankylosis
209,Rare surgical maxillo-facial diseases,210581,Temporomandibular joint anomaly
147,Rare developmental anomalies during embryogenesis,210584,Spindle cell hemangioma
198,Rare circulatory system diseases,210584,Spindle cell hemangioma
202,Rare neoplastic diseases,210584,Spindle cell hemangioma
147,Rare developmental anomalies during embryogenesis,210589,Rare infantile hemangioma
198,Rare circulatory system diseases,210589,Rare infantile hemangioma
202,Rare neoplastic diseases,210589,Rare infantile hemangioma
156,Rare genetic diseases,211017,Spinocerebellar ataxia type 30
181,Rare neurological diseases,211017,Spinocerebellar ataxia type 30
156,Rare genetic diseases,211037,Autosomal dominant proximal spinal muscular atrophy
181,Rare neurological diseases,211037,Autosomal dominant proximal spinal muscular atrophy
181,Rare neurological diseases,211047,Specific learning disability
181,Rare neurological diseases,211053,Specific language disorder
156,Rare genetic diseases,211062,Hereditary episodic ataxia
181,Rare neurological diseases,211062,Hereditary episodic ataxia
156,Rare genetic diseases,211067,Episodic ataxia type 5
181,Rare neurological diseases,211067,Episodic ataxia type 5
147,Rare developmental anomalies during embryogenesis,211237,Rare vascular tumor
198,Rare circulatory system diseases,211237,Rare vascular tumor
202,Rare neoplastic diseases,211237,Rare vascular tumor
156,Rare genetic diseases,211240,Genetic vascular anomaly
147,Rare developmental anomalies during embryogenesis,211243,Simple vascular malformation
198,Rare circulatory system diseases,211243,Simple vascular malformation
147,Rare developmental anomalies during embryogenesis,211247,Rare capillary malformation
198,Rare circulatory system diseases,211247,Rare capillary malformation
147,Rare developmental anomalies during embryogenesis,211252,Rare venous malformation
198,Rare circulatory system diseases,211252,Rare venous malformation
147,Rare developmental anomalies during embryogenesis,211255,Rare lymphatic system anomaly
198,Rare circulatory system diseases,211255,Rare lymphatic system anomaly
147,Rare developmental anomalies during embryogenesis,211266,Rare arteriovenous malformation
198,Rare circulatory system diseases,211266,Rare arteriovenous malformation
147,Rare developmental anomalies during embryogenesis,211277,Complex vascular malformation with associated anomalies
198,Rare circulatory system diseases,211277,Complex vascular malformation with associated anomalies
202,Rare neoplastic diseases,213500,Ovarian cancer
205,Rare gynecological and obstetric diseases,213500,Ovarian cancer
202,Rare neoplastic diseases,213504,Adenocarcinoma of ovary
205,Rare gynecological and obstetric diseases,213504,Adenocarcinoma of ovary
202,Rare neoplastic diseases,213512,Malignant mixed Müllerian tumor of the ovary
205,Rare gynecological and obstetric diseases,213512,Malignant mixed Müllerian tumor of the ovary
202,Rare neoplastic diseases,213528,Rare adenocarcinoma of the breast
205,Rare gynecological and obstetric diseases,213528,Rare adenocarcinoma of the breast
202,Rare neoplastic diseases,213531,Metaplastic carcinoma of the breast
205,Rare gynecological and obstetric diseases,213531,Metaplastic carcinoma of the breast
202,Rare neoplastic diseases,213557,Salivary gland type cancer of the breast
205,Rare gynecological and obstetric diseases,213557,Salivary gland type cancer of the breast
202,Rare neoplastic diseases,213564,Rare uterine cancer
205,Rare gynecological and obstetric diseases,213564,Rare uterine cancer
202,Rare neoplastic diseases,213569,Rare cancer of corpus uteri
205,Rare gynecological and obstetric diseases,213569,Rare cancer of corpus uteri
202,Rare neoplastic diseases,213589,Malignant mixed epithelial and mesenchymal tumor of corpus uteri
205,Rare gynecological and obstetric diseases,213589,Malignant mixed epithelial and mesenchymal tumor of corpus uteri
202,Rare neoplastic diseases,213600,Adenosarcoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213600,Adenosarcoma of the corpus uteri
202,Rare neoplastic diseases,213605,Carcinofibroma of the corpus uteri
205,Rare gynecological and obstetric diseases,213605,Carcinofibroma of the corpus uteri
202,Rare neoplastic diseases,213610,Carcinosarcoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213610,Carcinosarcoma of the corpus uteri
202,Rare neoplastic diseases,213615,Rhabdomyosarcoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213615,Rhabdomyosarcoma of the corpus uteri
234,Classification of pediatric cancer (functional),213615,Rhabdomyosarcoma of the corpus uteri
202,Rare neoplastic diseases,213620,Sarcoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213620,Sarcoma of the corpus uteri
202,Rare neoplastic diseases,213625,Leiomyosarcoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213625,Leiomyosarcoma of the corpus uteri
202,Rare neoplastic diseases,213630,Primitive neuroectodermal tumor of the corpus uteri
205,Rare gynecological and obstetric diseases,213630,Primitive neuroectodermal tumor of the corpus uteri
234,Classification of pediatric cancer (functional),213630,Primitive neuroectodermal tumor of the corpus uteri
202,Rare neoplastic diseases,213711,Endometrial stromal sarcoma
205,Rare gynecological and obstetric diseases,213711,Endometrial stromal sarcoma
202,Rare neoplastic diseases,213716,Squamous cell carcinoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213716,Squamous cell carcinoma of the corpus uteri
202,Rare neoplastic diseases,213721,Undifferentiated carcinoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213721,Undifferentiated carcinoma of the corpus uteri
202,Rare neoplastic diseases,213726,Serous carcinoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213726,Serous carcinoma of the corpus uteri
193,Rare endocrine diseases,213731,High-grade neuroendocrine carcinoma of the corpus uteri
202,Rare neoplastic diseases,213731,High-grade neuroendocrine carcinoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213731,High-grade neuroendocrine carcinoma of the corpus uteri
202,Rare neoplastic diseases,213736,Low-grade neuroendocrine tumor of the corpus uteri
205,Rare gynecological and obstetric diseases,213736,Low-grade neuroendocrine tumor of the corpus uteri
202,Rare neoplastic diseases,213746,Transitional cell carcinoma of the corpus uteri
205,Rare gynecological and obstetric diseases,213746,Transitional cell carcinoma of the corpus uteri
202,Rare neoplastic diseases,213751,Malignant germ cell tumor of the corpus uteri
205,Rare gynecological and obstetric diseases,213751,Malignant germ cell tumor of the corpus uteri
202,Rare neoplastic diseases,213761,Rare cancer of cervix uteri
205,Rare gynecological and obstetric diseases,213761,Rare cancer of cervix uteri
202,Rare neoplastic diseases,213767,Squamous cell carcinoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213767,Squamous cell carcinoma of the cervix uteri
202,Rare neoplastic diseases,213772,Adenocarcinoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213772,Adenocarcinoma of the cervix uteri
193,Rare endocrine diseases,213777,High-grade neuroendocrine carcinoma of the cervix uteri
202,Rare neoplastic diseases,213777,High-grade neuroendocrine carcinoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213777,High-grade neuroendocrine carcinoma of the cervix uteri
202,Rare neoplastic diseases,213782,Malignant mixed epithelial and mesenchymal tumor of cervix uteri
205,Rare gynecological and obstetric diseases,213782,Malignant mixed epithelial and mesenchymal tumor of cervix uteri
202,Rare neoplastic diseases,213787,Carcinosarcoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213787,Carcinosarcoma of the cervix uteri
202,Rare neoplastic diseases,213792,Adenosarcoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213792,Adenosarcoma of the cervix uteri
234,Classification of pediatric cancer (functional),213792,Adenosarcoma of the cervix uteri
202,Rare neoplastic diseases,213797,Sarcoma of cervix uteri
205,Rare gynecological and obstetric diseases,213797,Sarcoma of cervix uteri
202,Rare neoplastic diseases,213802,Rhabdomyosarcoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213802,Rhabdomyosarcoma of the cervix uteri
234,Classification of pediatric cancer (functional),213802,Rhabdomyosarcoma of the cervix uteri
202,Rare neoplastic diseases,213807,Leiomyosarcoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213807,Leiomyosarcoma of the cervix uteri
202,Rare neoplastic diseases,213812,Primitive neuroectodermal tumor of the cervix uteri
205,Rare gynecological and obstetric diseases,213812,Primitive neuroectodermal tumor of the cervix uteri
202,Rare neoplastic diseases,213823,Adenoid cystic carcinoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213823,Adenoid cystic carcinoma of the cervix uteri
202,Rare neoplastic diseases,213828,Adenoid basal carcinoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213828,Adenoid basal carcinoma of the cervix uteri
202,Rare neoplastic diseases,213833,Glassy cell carcinoma of the cervix uteri
205,Rare gynecological and obstetric diseases,213833,Glassy cell carcinoma of the cervix uteri
202,Rare neoplastic diseases,213837,Malignant germ cell tumor of the cervix uteri
205,Rare gynecological and obstetric diseases,213837,Malignant germ cell tumor of the cervix uteri
147,Rare developmental anomalies during embryogenesis,216675,Transposition of the great arteries
148,Rare cardiac malformations,216675,Transposition of the great arteries
147,Rare developmental anomalies during embryogenesis,216694,Congenitally corrected transposition of the great arteries
148,Rare cardiac malformations,216694,Congenitally corrected transposition of the great arteries
147,Rare developmental anomalies during embryogenesis,216718,Isolated congenitally uncorrected transposition of the great arteries
148,Rare cardiac malformations,216718,Isolated congenitally uncorrected transposition of the great arteries
156,Rare genetic diseases,216718,Isolated congenitally uncorrected transposition of the great arteries
147,Rare developmental anomalies during embryogenesis,216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation
148,Rare cardiac malformations,216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation
156,Rare genetic diseases,216729,Congenitally uncorrected transposition of the great arteries with cardiac malformation
147,Rare developmental anomalies during embryogenesis,216796,Osteogenesis imperfecta type 1
156,Rare genetic diseases,216796,Osteogenesis imperfecta type 1
189,Rare ophthalmic disorders,216796,Osteogenesis imperfecta type 1
199,Rare bone diseases,216796,Osteogenesis imperfecta type 1
147,Rare developmental anomalies during embryogenesis,216804,Osteogenesis imperfecta type 2
156,Rare genetic diseases,216804,Osteogenesis imperfecta type 2
189,Rare ophthalmic disorders,216804,Osteogenesis imperfecta type 2
199,Rare bone diseases,216804,Osteogenesis imperfecta type 2
147,Rare developmental anomalies during embryogenesis,216812,Osteogenesis imperfecta type 3
156,Rare genetic diseases,216812,Osteogenesis imperfecta type 3
189,Rare ophthalmic disorders,216812,Osteogenesis imperfecta type 3
197,Rare odontological diseases,216812,Osteogenesis imperfecta type 3
199,Rare bone diseases,216812,Osteogenesis imperfecta type 3
147,Rare developmental anomalies during embryogenesis,216820,Osteogenesis imperfecta type 4
156,Rare genetic diseases,216820,Osteogenesis imperfecta type 4
189,Rare ophthalmic disorders,216820,Osteogenesis imperfecta type 4
197,Rare odontological diseases,216820,Osteogenesis imperfecta type 4
199,Rare bone diseases,216820,Osteogenesis imperfecta type 4
147,Rare developmental anomalies during embryogenesis,216828,Osteogenesis imperfecta type 5
156,Rare genetic diseases,216828,Osteogenesis imperfecta type 5
199,Rare bone diseases,216828,Osteogenesis imperfecta type 5
150,Rare inborn errors of metabolism,216866,Classic pantothenate kinase-associated neurodegeneration
156,Rare genetic diseases,216866,Classic pantothenate kinase-associated neurodegeneration
181,Rare neurological diseases,216866,Classic pantothenate kinase-associated neurodegeneration
189,Rare ophthalmic disorders,216866,Classic pantothenate kinase-associated neurodegeneration
150,Rare inborn errors of metabolism,216873,Atypical pantothenate kinase-associated neurodegeneration
156,Rare genetic diseases,216873,Atypical pantothenate kinase-associated neurodegeneration
181,Rare neurological diseases,216873,Atypical pantothenate kinase-associated neurodegeneration
189,Rare ophthalmic disorders,216873,Atypical pantothenate kinase-associated neurodegeneration
150,Rare inborn errors of metabolism,216972,"Niemann-Pick disease type C, severe perinatal form"
156,Rare genetic diseases,216972,"Niemann-Pick disease type C, severe perinatal form"
181,Rare neurological diseases,216972,"Niemann-Pick disease type C, severe perinatal form"
184,Rare respiratory diseases,216972,"Niemann-Pick disease type C, severe perinatal form"
189,Rare ophthalmic disorders,216972,"Niemann-Pick disease type C, severe perinatal form"
233,Rare transplant-related disorders,216972,"Niemann-Pick disease type C, severe perinatal form"
150,Rare inborn errors of metabolism,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
156,Rare genetic diseases,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
181,Rare neurological diseases,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
184,Rare respiratory diseases,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
189,Rare ophthalmic disorders,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
233,Rare transplant-related disorders,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset"
150,Rare inborn errors of metabolism,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
156,Rare genetic diseases,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
181,Rare neurological diseases,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
184,Rare respiratory diseases,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
189,Rare ophthalmic disorders,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
233,Rare transplant-related disorders,216978,"Niemann-Pick disease type C, late infantile neurologic onset"
150,Rare inborn errors of metabolism,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
156,Rare genetic diseases,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
181,Rare neurological diseases,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
184,Rare respiratory diseases,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
189,Rare ophthalmic disorders,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
233,Rare transplant-related disorders,216981,"Niemann-Pick disease type C, juvenile neurologic onset"
150,Rare inborn errors of metabolism,216986,"Niemann-Pick disease type C, adult neurologic onset"
156,Rare genetic diseases,216986,"Niemann-Pick disease type C, adult neurologic onset"
181,Rare neurological diseases,216986,"Niemann-Pick disease type C, adult neurologic onset"
184,Rare respiratory diseases,216986,"Niemann-Pick disease type C, adult neurologic onset"
189,Rare ophthalmic disorders,216986,"Niemann-Pick disease type C, adult neurologic onset"
233,Rare transplant-related disorders,216986,"Niemann-Pick disease type C, adult neurologic onset"
147,Rare developmental anomalies during embryogenesis,217008,Bockenheimer syndrome
187,Rare skin diseases,217008,Bockenheimer syndrome
198,Rare circulatory system diseases,217008,Bockenheimer syndrome
156,Rare genetic diseases,217012,Spinocerebellar ataxia type 31
181,Rare neurological diseases,217012,Spinocerebellar ataxia type 31
147,Rare developmental anomalies during embryogenesis,217017,Zechi-Ceide syndrome
156,Rare genetic diseases,217017,Zechi-Ceide syndrome
181,Rare neurological diseases,217017,Zechi-Ceide syndrome
147,Rare developmental anomalies during embryogenesis,217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type"
148,Rare cardiac malformations,217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type"
156,Rare genetic diseases,217026,"Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type"
156,Rare genetic diseases,217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A
181,Rare neurological diseases,217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A
156,Rare genetic diseases,217059,Isolated nail clubbing
187,Rare skin diseases,217059,Isolated nail clubbing
204,Rare disorders due to toxic effects,217064,5-fluorouracil poisoning
152,Rare gastroenterological diseases,217067,Pouchitis
188,Rare renal diseases,217071,Renal cell carcinoma
202,Rare neoplastic diseases,217071,Renal cell carcinoma
233,Rare transplant-related disorders,217071,Renal cell carcinoma
152,Rare gastroenterological diseases,217074,Rare carcinoma of pancreas
202,Rare neoplastic diseases,217074,Rare carcinoma of pancreas
184,Rare respiratory diseases,217080,Pulmonary fungal infections in patients deemed at risk
146,Rare cardiac diseases,217085,"Mucopolysaccharidosis type 2, severe form"
147,Rare developmental anomalies during embryogenesis,217085,"Mucopolysaccharidosis type 2, severe form"
150,Rare inborn errors of metabolism,217085,"Mucopolysaccharidosis type 2, severe form"
156,Rare genetic diseases,217085,"Mucopolysaccharidosis type 2, severe form"
181,Rare neurological diseases,217085,"Mucopolysaccharidosis type 2, severe form"
187,Rare skin diseases,217085,"Mucopolysaccharidosis type 2, severe form"
189,Rare ophthalmic disorders,217085,"Mucopolysaccharidosis type 2, severe form"
199,Rare bone diseases,217085,"Mucopolysaccharidosis type 2, severe form"
233,Rare transplant-related disorders,217085,"Mucopolysaccharidosis type 2, severe form"
146,Rare cardiac diseases,217093,"Mucopolysaccharidosis type 2, attenuated form"
147,Rare developmental anomalies during embryogenesis,217093,"Mucopolysaccharidosis type 2, attenuated form"
150,Rare inborn errors of metabolism,217093,"Mucopolysaccharidosis type 2, attenuated form"
156,Rare genetic diseases,217093,"Mucopolysaccharidosis type 2, attenuated form"
181,Rare neurological diseases,217093,"Mucopolysaccharidosis type 2, attenuated form"
187,Rare skin diseases,217093,"Mucopolysaccharidosis type 2, attenuated form"
189,Rare ophthalmic disorders,217093,"Mucopolysaccharidosis type 2, attenuated form"
199,Rare bone diseases,217093,"Mucopolysaccharidosis type 2, attenuated form"
233,Rare transplant-related disorders,217093,"Mucopolysaccharidosis type 2, attenuated form"
181,Rare neurological diseases,217253,NMDA receptor encephalitis
181,Rare neurological diseases,217260,Progressive multifocal leukoencephalopathy
203,Rare infectious diseases,217260,Progressive multifocal leukoencephalopathy
147,Rare developmental anomalies during embryogenesis,217266,BNAR syndrome
156,Rare genetic diseases,217266,BNAR syndrome
182,Rare abdominal surgical diseases,217266,BNAR syndrome
188,Rare renal diseases,217266,BNAR syndrome
200,Rare otorhinolaryngological diseases,217266,BNAR syndrome
233,Rare transplant-related disorders,217266,BNAR syndrome
156,Rare genetic diseases,217330,REN-related autosomal dominant tubulointerstitial kidney disease
188,Rare renal diseases,217330,REN-related autosomal dominant tubulointerstitial kidney disease
233,Rare transplant-related disorders,217330,REN-related autosomal dominant tubulointerstitial kidney disease
147,Rare developmental anomalies during embryogenesis,217335,RIN2 syndrome
156,Rare genetic diseases,217335,RIN2 syndrome
181,Rare neurological diseases,217335,RIN2 syndrome
182,Rare abdominal surgical diseases,217335,RIN2 syndrome
186,Rare surgical thoracic diseases,217335,RIN2 syndrome
187,Rare skin diseases,217335,RIN2 syndrome
147,Rare developmental anomalies during embryogenesis,217340,17q21.31 microduplication syndrome
156,Rare genetic diseases,217340,17q21.31 microduplication syndrome
181,Rare neurological diseases,217340,17q21.31 microduplication syndrome
147,Rare developmental anomalies during embryogenesis,217346,19q13.11 microdeletion syndrome
156,Rare genetic diseases,217346,19q13.11 microdeletion syndrome
181,Rare neurological diseases,217346,19q13.11 microdeletion syndrome
150,Rare inborn errors of metabolism,217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
156,Rare genetic diseases,217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
183,Rare hepatic diseases,217371,Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
147,Rare developmental anomalies during embryogenesis,217377,Microduplication Xp11.22p11.23 syndrome
156,Rare genetic diseases,217377,Microduplication Xp11.22p11.23 syndrome
181,Rare neurological diseases,217377,Microduplication Xp11.22p11.23 syndrome
150,Rare inborn errors of metabolism,217382,Neurodegenerative syndrome due to cerebral folate transport deficiency
156,Rare genetic diseases,217382,Neurodegenerative syndrome due to cerebral folate transport deficiency
181,Rare neurological diseases,217382,Neurodegenerative syndrome due to cerebral folate transport deficiency
147,Rare developmental anomalies during embryogenesis,217385,17p13.3 microduplication syndrome
156,Rare genetic diseases,217385,17p13.3 microduplication syndrome
181,Rare neurological diseases,217385,17p13.3 microduplication syndrome
156,Rare genetic diseases,217390,Combined immunodeficiency due to DOCK8 deficiency
195,Rare immunological diseases,217390,Combined immunodeficiency due to DOCK8 deficiency
233,Rare transplant-related disorders,217390,Combined immunodeficiency due to DOCK8 deficiency
150,Rare inborn errors of metabolism,217396,Progressive polyneuropathy with bilateral striatal necrosis
156,Rare genetic diseases,217396,Progressive polyneuropathy with bilateral striatal necrosis
181,Rare neurological diseases,217396,Progressive polyneuropathy with bilateral striatal necrosis
156,Rare genetic diseases,217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation
181,Rare neurological diseases,217399,Congenital insensitivity to pain-hyperhidrosis-absence of cutaneous sensory innervation
156,Rare genetic diseases,217407,Hereditary hypotrichosis with recurrent skin vesicles
187,Rare skin diseases,217407,Hereditary hypotrichosis with recurrent skin vesicles
156,Rare genetic diseases,217454,Rare hereditary thrombophilia
194,Rare hematological diseases,217454,Rare hereditary thrombophilia
196,Rare systemic and rheumatological diseases,217454,Rare hereditary thrombophilia
199,Rare bone diseases,217454,Rare hereditary thrombophilia
156,Rare genetic diseases,217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
194,Rare hematological diseases,217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
196,Rare systemic and rheumatological diseases,217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
199,Rare bone diseases,217467,Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
184,Rare respiratory diseases,217557,Pulmonary interstitial glycogenosis
233,Rare transplant-related disorders,217557,Pulmonary interstitial glycogenosis
184,Rare respiratory diseases,217560,Neuroendocrine cell hyperplasia of infancy
233,Rare transplant-related disorders,217560,Neuroendocrine cell hyperplasia of infancy
156,Rare genetic diseases,217563,Neonatal acute respiratory distress syndrome
184,Rare respiratory diseases,217563,Neonatal acute respiratory distress syndrome
233,Rare transplant-related disorders,217563,Neonatal acute respiratory distress syndrome
156,Rare genetic diseases,217566,Chronic respiratory distress with surfactant metabolism deficiency
184,Rare respiratory diseases,217566,Chronic respiratory distress with surfactant metabolism deficiency
233,Rare transplant-related disorders,217566,Chronic respiratory distress with surfactant metabolism deficiency
146,Rare cardiac diseases,217569,Rare hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217569,Rare hypertrophic cardiomyopathy
146,Rare cardiac diseases,217572,Glycogen storage disease with hypertrophic cardiomyopathy
156,Rare genetic diseases,217572,Glycogen storage disease with hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217572,Glycogen storage disease with hypertrophic cardiomyopathy
146,Rare cardiac diseases,217581,Lysosomal disease with hypertrophic cardiomyopathy
156,Rare genetic diseases,217581,Lysosomal disease with hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217581,Lysosomal disease with hypertrophic cardiomyopathy
146,Rare cardiac diseases,217587,Mitochondrial disease with hypertrophic cardiomyopathy
156,Rare genetic diseases,217587,Mitochondrial disease with hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217587,Mitochondrial disease with hypertrophic cardiomyopathy
146,Rare cardiac diseases,217591,Fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy
156,Rare genetic diseases,217591,Fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217591,Fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy
146,Rare cardiac diseases,217595,Syndrome associated with hypertrophic cardiomyopathy
156,Rare genetic diseases,217595,Syndrome associated with hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217595,Syndrome associated with hypertrophic cardiomyopathy
146,Rare cardiac diseases,217598,Non-familial hypertrophic cardiomyopathy
233,Rare transplant-related disorders,217598,Non-familial hypertrophic cardiomyopathy
146,Rare cardiac diseases,217604,Dilated cardiomyopathy
146,Rare cardiac diseases,217607,Familial dilated cardiomyopathy
156,Rare genetic diseases,217607,Familial dilated cardiomyopathy
146,Rare cardiac diseases,217610,Neuromuscular disease with dilated cardiomyopathy
156,Rare genetic diseases,217610,Neuromuscular disease with dilated cardiomyopathy
233,Rare transplant-related disorders,217610,Neuromuscular disease with dilated cardiomyopathy
146,Rare cardiac diseases,217613,Mitochondrial disease with dilated cardiomyopathy
156,Rare genetic diseases,217613,Mitochondrial disease with dilated cardiomyopathy
233,Rare transplant-related disorders,217613,Mitochondrial disease with dilated cardiomyopathy
146,Rare cardiac diseases,217616,Fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy
156,Rare genetic diseases,217616,Fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy
233,Rare transplant-related disorders,217616,Fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy
146,Rare cardiac diseases,217619,Syndrome associated with dilated cardiomyopathy
156,Rare genetic diseases,217619,Syndrome associated with dilated cardiomyopathy
233,Rare transplant-related disorders,217619,Syndrome associated with dilated cardiomyopathy
146,Rare cardiac diseases,217622,Sensorineural deafness with dilated cardiomyopathy
156,Rare genetic diseases,217622,Sensorineural deafness with dilated cardiomyopathy
233,Rare transplant-related disorders,217622,Sensorineural deafness with dilated cardiomyopathy
146,Rare cardiac diseases,217629,Non-familial dilated cardiomyopathy
146,Rare cardiac diseases,217632,Restrictive cardiomyopathy
146,Rare cardiac diseases,217635,Familial restrictive cardiomyopathy
156,Rare genetic diseases,217635,Familial restrictive cardiomyopathy
146,Rare cardiac diseases,217638,Lysosomal disease with restrictive cardiomyopathy
156,Rare genetic diseases,217638,Lysosomal disease with restrictive cardiomyopathy
233,Rare transplant-related disorders,217638,Lysosomal disease with restrictive cardiomyopathy
146,Rare cardiac diseases,217656,Inherited isolated arrhythmogenic cardiomyopathy
156,Rare genetic diseases,217656,Inherited isolated arrhythmogenic cardiomyopathy
233,Rare transplant-related disorders,217656,Inherited isolated arrhythmogenic cardiomyopathy
146,Rare cardiac diseases,217678,Unclassified cardiomyopathy
146,Rare cardiac diseases,217720,Non-familial restrictive cardiomyopathy
146,Rare cardiac diseases,218436,Rare cardiac rhythm disease
146,Rare cardiac diseases,218439,Non-genetic cardiac rhythm disease
147,Rare developmental anomalies during embryogenesis,220295,Xeroderma pigmentosum-Cockayne syndrome complex
156,Rare genetic diseases,220295,Xeroderma pigmentosum-Cockayne syndrome complex
181,Rare neurological diseases,220295,Xeroderma pigmentosum-Cockayne syndrome complex
187,Rare skin diseases,220295,Xeroderma pigmentosum-Cockayne syndrome complex
189,Rare ophthalmic disorders,220295,Xeroderma pigmentosum-Cockayne syndrome complex
200,Rare otorhinolaryngological diseases,220295,Xeroderma pigmentosum-Cockayne syndrome complex
202,Rare neoplastic diseases,220295,Xeroderma pigmentosum-Cockayne syndrome complex
147,Rare developmental anomalies during embryogenesis,220386,Semilobar holoprosencephaly
156,Rare genetic diseases,220386,Semilobar holoprosencephaly
181,Rare neurological diseases,220386,Semilobar holoprosencephaly
193,Rare endocrine diseases,220386,Semilobar holoprosencephaly
146,Rare cardiac diseases,220393,Diffuse cutaneous systemic sclerosis
184,Rare respiratory diseases,220393,Diffuse cutaneous systemic sclerosis
187,Rare skin diseases,220393,Diffuse cutaneous systemic sclerosis
188,Rare renal diseases,220393,Diffuse cutaneous systemic sclerosis
196,Rare systemic and rheumatological diseases,220393,Diffuse cutaneous systemic sclerosis
231,Rare systemic or rheumatologic diseases of childhood,220393,Diffuse cutaneous systemic sclerosis
233,Rare transplant-related disorders,220393,Diffuse cutaneous systemic sclerosis
146,Rare cardiac diseases,220402,Limited cutaneous systemic sclerosis
